fps_value,total_system_travel_time,avg_trip_time,total_trips,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,low_trip_count,low_avg_trip_time,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,middle_trip_count,middle_avg_trip_time,high_amount,high_percentage_of_used,high_percentage_of_total_fps,high_trip_count,high_avg_trip_time
3500.0,7259.0,19.779291553133515,367,100.0,3500.0,2044.6135600808095,58.41753028802314,58.41753028802314,155,25.38064516129032,914.0528460558544,26.11579560159584,26.11579560159584,123,15.853658536585366,541.3335938633351,15.466674110381001,15.466674110381001,89,15.44943820224719
4500.0,7611.0,19.465473145780052,391,79.48238639803508,3576.7073879115783,2135.094454930508,59.694412300727215,47.44654344290018,175,22.84,869.8200962593154,24.319017518712904,19.329335472429232,125,17.76,571.7928367217555,15.986570180559905,12.706507482705678,91,15.31868131868132
5500.0,7141.0,17.8525,400,61.02748509207757,3356.5116800642663,1978.3644144457473,58.94108535942494,35.97026208083177,176,21.448863636363637,878.9953014052645,26.187762331529697,15.98173275282299,119,17.764705882352942,499.15196421325595,14.871152309045407,9.075490258422835,105,11.923809523809524
6500.0,7816.0,20.898395721925134,374,82.64393948994883,5371.856066846674,1586.4952050576899,29.53346451050719,24.407618539349073,154,28.655844155844157,2884.8938219735664,53.70385554032582,44.38298187651641,135,14.37037037037037,900.4670398154193,16.762679949167016,13.853339074083374,85,17.211764705882352
7000.0,7449.0,20.024193548387096,372,50.755903896790436,3552.9132727753304,2039.6632871464064,57.40819239173658,29.138046959234376,180,22.31111111111111,815.9998194852534,22.967062712674704,11.657140278360762,96,19.114583333333332,697.2501661436684,19.624744895588652,9.960716659195262,96,16.645833333333332
7500.0,7175.0,19.71153846153846,364,80.82891157869648,6062.168368402236,1875.268012675843,30.9339480317023,25.003573502344572,176,22.704545454545453,927.5825884105296,15.301168361561132,12.367767845473729,86,24.27906976744186,3259.317767315865,53.76488360673659,43.4575702308782,102,10.696078431372548
8000.0,7367.0,17.375,424,73.2324817960473,5858.598543683784,2151.666655307966,36.726644422968704,26.89583319134957,199,22.592964824120603,828.5212764520389,14.141970477654189,10.356515955650487,104,16.490384615384617,2878.4106119237804,49.131385099377134,35.980132649047256,121,9.553719008264462
8500.0,7533.0,18.239709443099272,413,66.47623527620482,5650.47999847741,2121.7149069979005,37.549286212315096,24.961351847034123,178,23.426966292134832,957.5339185218452,16.9460633216977,11.265104923786414,119,17.025210084033613,2571.2311729576627,45.504650465987176,30.249778505384267,116,11.525862068965518
9000.0,7700.0,20.20997375328084,381,33.598683562288066,3023.881520605926,1212.4447362834248,40.09564290205639,13.471608180926943,182,24.73076923076923,513.229284719149,16.97253285956481,5.702547607990544,112,18.910714285714285,1298.2074996033482,42.93182423837866,14.424527773370535,87,12.425287356321839
9500.0,7657.0,20.203166226912927,379,40.63958349532344,3860.7604320557275,2366.7485463769235,61.30265236676983,24.9131425934413,179,21.52513966480447,869.609348593738,22.52430224298325,9.153782616776189,100,21.64,624.4025370850642,16.173045390246877,6.5726582851059385,100,16.4
10000.0,7849.0,18.86778846153846,416,79.57334268966171,7957.33426896617,2351.9916984022084,29.557532948880166,23.519916984022085,169,21.59171597633136,3230.4528751209086,40.59717445476391,32.30452875120909,144,14.75,2374.8896954430465,29.845292596355836,23.748896954430464,103,20.155339805825243
15000.0,7692.0,20.512,375,23.412656726233934,3511.89850893509,2208.6234627022286,62.88972921862561,14.724156418014859,180,25.927777777777777,840.2049980539531,23.924523898292488,5.60136665369302,114,16.31578947368421,463.0700481789059,13.185746883081832,3.0871336545260393,81,14.382716049382717
