fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.33383838383838393,0.15303030303030307,0.06565656565656572,0.11515151515151517,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%
4500.0,0.49275432170169015,0.16811258916522076,0.19200244200244204,0.13263929053402734,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
5500.0,0.5037936042203847,0.23809100416195644,0.13423473772900285,0.1314678623294253,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
6500.0,0.33337219943255514,0.16341074753641935,0.048246962261017705,0.12171448963511808,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
7000.0,0.47637136526025414,0.22884728440283997,0.08063130285352507,0.16689277800388913,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
7500.0,0.45367746085348454,0.22683873042674224,0.14001286458019252,0.0868258658465497,3.8%,74.8%,59.8%,59.3%,68.1%,49.6%,1.5%,61.8%,15.5%,24.6%,20.0%,76.8%
8000.0,0.47340071415602497,0.19743522497259713,0.10532792672839876,0.170637562455029,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8500.0,0.3695005232063694,0.18475026160318472,0.09972577202774185,0.08502448957544284,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
9000.0,0.4769365976145637,0.2034567901234567,0.16691358024691366,0.10656622724419333,46.9%,75.0%,71.2%,75.3%,54.2%,36.8%,55.7%,16.9%,65.7%,41.0%,45.8%,43.4%
9500.0,0.4589364434725258,0.2260983257546832,0.1332569683085147,0.09958114940932805,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
10000.0,0.5311035198675648,0.12928311804716305,0.164108467479254,0.2377119343411478,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
15000.0,0.47365792102634197,0.2182101524206787,0.11293531030373127,0.14251245830193196,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
