fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,374,20.165775401069517,7542.0,3022.2443751427236,86.3498392897921,146,140,88
4500.0,364,20.63736263736264,7512.0,3377.583078571702,75.05740174603783,156,106,102
5500.0,387,19.906976744186046,7704.0,3644.305400231912,66.26009818603475,134,125,128
6500.0,403,18.71712158808933,7543.0,4592.562532600167,70.65480819384872,176,120,107
7000.0,396,19.012626262626263,7529.0,6737.344709999248,96.24778157141783,177,102,117
7500.0,379,21.30079155672823,8073.0,2304.323699457133,30.724315992761774,160,130,89
8000.0,388,20.561855670103093,7978.0,2662.103633055778,33.276295413197225,136,132,120
8500.0,403,17.84863523573201,7193.0,5307.036634145336,62.43572510759219,194,116,93
9000.0,379,18.862796833773086,7149.0,3676.956759297551,40.85507510330612,154,107,118
9500.0,384,19.0234375,7305.0,3984.962179506655,41.94697031059637,157,134,93
10000.0,380,21.07894736842105,8010.0,3403.8543434716944,34.03854343471694,162,113,105
15000.0,386,17.440414507772022,6732.0,5871.107201883778,39.140714679225184,169,108,109
