fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.4731033993329075,0.2318731814633455,0.12289138457171234,0.11833883329784971,45.3%,76.1%,49.7%,6.6%,57.3%,59.7%,32.9%,10.3%,22.5%,6.9%,60.4%,42.3%
4500.0,0.552707636142379,0.15940827502281718,0.17238327031451467,0.22091609080504726,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
5500.0,0.4933693017436861,0.23807178043631252,0.05670498084291188,0.19859254046446165,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%
6500.0,0.37812538312311145,0.18752659325126386,0.13600600015865802,0.05459278971318957,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
7000.0,0.45125202572011075,0.20748165960931916,0.11080471186854167,0.13296565424224996,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
7500.0,0.36985236985236986,0.12021756021756014,0.13894845894845895,0.11068635068635076,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
8000.0,0.2783638235527045,0.12285182545339349,0.06691217232913604,0.08859982577017497,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
8500.0,0.39053261294668073,0.18128314446520624,0.10964877127080012,0.0996006972106744,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
9000.0,0.49746273998517265,0.22147659585346516,0.09942821109321612,0.17655793303849146,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9500.0,0.36150732448613376,0.16699887242461303,0.12283486170619527,0.07167359035532547,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
10000.0,0.3396430841686317,0.16254732313126474,0.05914256279219784,0.11795319824516909,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
15000.0,0.5385648866201201,0.21570704104698002,0.16079145898899244,0.16206638658414768,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
