fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,100.0,1000.0,592.2257351529745,59.22257351529745,59.22257351529745,337.868604037039,33.7868604037039,33.7868604037039,69.90566080998605,6.9905660809986045,6.9905660809986045
1500.0,100.0,1500.0,695.8308354559248,46.38872236372832,46.38872236372832,429.74423692658655,28.64961579510577,28.64961579510577,374.42492761748883,24.96166184116592,24.96166184116592
2000.0,92.95673728368673,1859.1347456737346,1052.577932243536,56.61654889151624,52.6288966121768,572.0393166089389,30.76911546837003,28.60196583044694,234.51749682125964,12.61433564011373,11.725874841062982
2500.0,94.91545591678049,2372.886397919512,1427.1894406514111,60.14571291329983,57.087577626056444,724.3944475186594,30.52798684984627,28.975777900746376,221.3025097494415,9.326300236853903,8.852100389977661
3000.0,73.47346224162993,2204.203867248898,1373.7424468390288,62.3237472382089,45.7914148946343,505.736334213221,22.94417234846968,16.857877807107368,324.7250861966481,14.732080413321416,10.824169539888269
3500.0,84.61374552865487,2961.4810935029204,1845.422120839998,62.31416181884796,52.72634630971422,830.6969549371161,28.050050927542646,23.73419871248903,285.36201772580415,9.635787253609314,8.153200506451547
4000.0,69.2863916767337,2771.455667069348,1678.4589203801963,60.56235863065667,41.96147300950491,1044.4613811049192,37.686382413231094,26.111534527622982,48.535365584231606,1.7512589561122192,1.21338413960579
4500.0,57.132671863324404,2570.970233849598,1485.756892689354,57.78973529633913,33.0168198375412,897.4866577473495,34.90848108356016,19.944147949941097,187.72668341289386,7.30178362010067,4.171704075842086
5000.0,40.86710981211896,2043.355490605948,1468.9825533728585,71.89069939745228,29.379651067457168,433.6569862829858,21.222787139911066,8.673139725659716,140.7159509501035,6.8865134626366356,2.81431901900207
6000.0,46.05936221837827,2763.561733102696,1892.2531447217466,68.47153519517303,31.537552412029108,668.7190653034213,24.19772488862188,11.145317755057022,202.5895230775282,7.330739916205078,3.376492051292137
7000.0,34.22846001163058,2395.9922008141407,1363.9124850545684,56.92474644079062,19.48446407220812,974.6548230099783,40.67854739588876,13.923640328713976,57.42489274959358,2.3967061633206077,0.8203556107084796
8000.0,37.50423670443789,3000.3389363550314,2181.4464746101485,72.70666817597227,27.268080932626855,498.01803025894526,16.598725704768665,6.225225378236816,320.8744314859389,10.694606119259111,4.0109303935742355
