fps_value,total_system_travel_time,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,5013.0,100.0,1000.0,583.442287849956,58.3442287849956,58.3442287849956,373.7537650151824,37.37537650151824,37.37537650151824,42.80394713486155,4.280394713486156,4.280394713486156
1500.0,4381.0,92.8921011395168,1393.381517092752,832.9990836739731,59.78255585103499,55.53327224493154,508.5731709783336,36.499204614071246,33.90487806522224,51.80926244044488,3.7182395348937405,3.4539508293629924
2000.0,3943.0,93.21670280912798,1864.3340561825596,1035.4672352191055,55.5408636014162,51.773361760955275,811.8078443983045,43.544119236901956,40.59039221991522,17.05897656514925,0.9150171616818226,0.8529488282574625
2500.0,3687.0,73.1128832410806,1827.8220810270147,1185.960026764887,64.88377829961006,47.43840107059548,528.1287011464179,28.89387903934685,21.12514804585672,113.73335311571087,6.222342661043163,4.549334124628435
3000.0,3929.0,69.70011607383564,2091.0034822150697,1231.5814355953485,58.89906191311998,41.05271451984495,644.9983872506522,30.846356437789566,21.499946241688406,214.42365936906836,10.254581649090428,7.147455312302278
3500.0,4002.0,56.108791066524944,1963.807687328373,1148.2025669647899,58.46817763132608,32.80578762756542,787.52654440003,40.10201963672962,22.50075841142943,28.07857596355368,1.4298027319443216,0.8022450275301052
4000.0,3689.0,63.73130142089523,2549.252056835809,1715.3373704121634,67.28786844802157,42.883434260304085,614.2890796143431,24.09683569606738,15.357226990358578,219.6256068093009,8.615295855910981,5.490640170232522
4500.0,3855.0,50.836744073031134,2287.6534832864013,1601.1098703828327,69.98917808490415,35.580219341840724,651.3558959314619,28.472664268879388,14.474575465143596,35.187716972106564,1.5381576462164424,0.7819492660468126
5000.0,3561.0,40.98342754876991,2049.1713774384953,1069.5756204921229,52.19551826012295,21.39151240984246,750.4635131582792,36.62277940346665,15.009270263165583,229.13224378809213,11.181702336410337,4.582644875761843
6000.0,3912.0,22.445737354267493,1346.7442412560495,847.3209410048374,62.91624757307878,14.122015683413958,451.73123109338655,33.54246613834239,7.528853851556443,47.69206915782573,3.5412862885788488,0.7948678192970954
7000.0,4029.0,27.95104791391767,1956.5733539742369,1000.2056535592759,51.12027369317052,14.28865219370394,718.8087529698674,36.738144854615676,10.268696470998107,237.55894744509297,12.141581452213778,3.393699249215614
8000.0,3992.0,27.220295790696568,2177.6236632557257,1464.477401460329,67.2511704465415,18.305967518254114,492.6978726224852,22.625483040805204,6.158723407781065,220.44838917291236,10.123346512653338,2.755604864661404
