fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,387,20.294573643410853,7854.0,3500.0,100.0,134,125,128
4500.0,403,18.838709677419356,7592.0,4500.0,100.0,176,120,107
5500.0,371,20.71967654986523,7687.0,3694.956036645313,67.1810188480966,174,99,98
6500.0,403,17.84863523573201,7193.0,5307.036634145336,81.6467174483898,194,116,93
7000.0,379,18.862796833773086,7149.0,3676.956759297551,52.52795370425073,154,107,118
7500.0,384,19.0234375,7305.0,3984.962179506655,53.13282906008874,157,134,93
8000.0,380,21.07894736842105,8010.0,3403.8543434716944,42.54817929339618,162,113,105
8500.0,393,20.567430025445294,8083.0,7729.734040901773,90.93804754002086,156,119,118
9000.0,355,21.68169014084507,7697.0,3972.5215256917936,44.13912806324215,163,121,71
9500.0,375,20.088,7533.0,6280.369323394434,66.10915077257299,152,109,114
10000.0,393,20.25699745547074,7961.0,7787.190987496365,77.87190987496365,158,156,79
15000.0,365,20.0,7300.0,5726.647235679646,38.177648237864304,170,114,81
