fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,7854.0,20.294573643410853,387,4415.0,134,32.94776119402985,56.21339444868857,1761.0,125,14.088,22.421695951107715,1678.0,128,13.109375,21.364909600203717,24.7%,36.2%,44.3%,48.8%,35.6%,58.9%,69.4%,38.3%,9.7%,18.6%,28.1%,58.0%,3404.0,223,43.340972752737464,2477.0,25,31.53806977336389,726.0,61,9.243697478991598,693.0,63,8.823529411764707,384.0,9,4.889228418640183,170.0,6,2.1645021645021645,,,
4500.0,7592.0,18.838709677419356,403,3651.0,176,20.744318181818183,48.090094836670175,2112.0,120,17.6,27.81875658587987,1829.0,107,17.093457943925234,24.091148577449946,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,3737.0,229,49.22286617492097,1271.0,19,16.741306638566915,808.0,74,10.642781875658589,719.0,64,9.47049525816649,583.0,9,7.679135932560591,474.0,8,6.243414120126449,,,
5500.0,7687.0,20.71967654986523,371,5236.0,174,30.091954022988507,68.11499934955118,1367.0,99,13.808080808080808,17.783270456615064,1084.0,98,11.061224489795919,14.101730193833745,59.7%,5.1%,29.5%,72.6%,42.6%,30.0%,3.2%,35.7%,20.8%,47.4%,78.2%,79.1%,3319.0,219,43.17679198647066,1979.0,23,25.74476388708209,698.0,63,9.080265383114348,526.0,44,6.842721477819695,516.0,12,6.71263171588396,649.0,10,8.442825549629244,,,
6500.0,7193.0,17.84863523573201,403,3924.0,194,20.22680412371134,54.55303767551787,2247.0,116,19.370689655172413,31.238704295843178,1022.0,93,10.989247311827956,14.208258028638953,41.6%,73.1%,53.1%,33.1%,11.6%,25.0%,22.3%,71.2%,53.1%,52.9%,51.8%,26.5%,2724.0,215,37.870151536215765,1949.0,24,27.095787571249826,839.0,80,11.664117892395383,726.0,66,10.09314611427777,463.0,11,6.436813568747393,492.0,7,6.839983317113861,,,
7000.0,7149.0,18.862796833773086,379,3525.0,154,22.88961038961039,49.307595467897606,1864.0,107,17.42056074766355,26.073576724017343,1760.0,118,14.915254237288135,24.618827808085047,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3806.0,211,53.23821513498391,510.0,8,7.133864876206462,789.0,67,11.036508602601762,723.0,70,10.113302559798573,597.0,10,8.350818296265212,664.0,12,9.288012309413904,60.0,1.0,0.8392782207301721
7500.0,7305.0,19.0234375,384,4328.0,157,27.56687898089172,59.247091033538666,1963.0,134,14.649253731343284,26.872005475701577,1014.0,93,10.903225806451612,13.880903490759753,72.3%,44.4%,1.0%,47.4%,19.3%,40.4%,68.7%,26.4%,73.4%,44.7%,34.5%,76.4%,3114.0,212,42.62833675564682,1336.0,13,18.288843258042437,824.0,67,11.279945242984258,662.0,60,9.062286105407255,708.0,17,9.69199178644764,661.0,15,9.048596851471595,,,
8000.0,8010.0,21.07894736842105,380,4379.0,162,27.030864197530864,54.66916354556805,2308.0,113,20.424778761061948,28.81398252184769,1323.0,105,12.6,16.51685393258427,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3462.0,209,43.22097378277154,1626.0,19,20.299625468164795,726.0,60,9.063670411985019,768.0,69,9.588014981273409,664.0,10,8.2896379525593,764.0,13,9.538077403245943,,,
8500.0,8083.0,20.567430025445294,393,3895.0,156,24.96794871794872,48.187554125943336,2225.0,119,18.69747899159664,27.52690832611654,1963.0,118,16.635593220338983,24.285537547940123,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,2937.0,187,36.33551899047384,2095.0,26,25.918594581219846,908.0,83,11.233452925893852,825.0,74,10.20660645799827,598.0,11,7.398243226524805,720.0,12,8.907583817889398,,,
9000.0,7697.0,21.68169014084507,355,4392.0,163,26.94478527607362,57.061192672469794,2227.0,121,18.40495867768595,28.933350656099776,1078.0,71,15.183098591549296,14.005456671430426,58.6%,46.5%,70.3%,77.7%,37.5%,39.7%,74.8%,50.3%,72.2%,36.5%,60.3%,15.2%,3065.0,202,39.82070936728596,1914.0,18,24.866831232947902,738.0,59,9.588151227751073,686.0,52,8.912563336364817,702.0,10,9.120436533714434,534.0,12,6.937767961543459,58.0,2.0,0.7535403403923607
9500.0,7533.0,20.088,375,4014.0,152,26.407894736842106,53.28554360812425,2258.0,109,20.71559633027523,29.97477764502854,1261.0,114,11.06140350877193,16.739678746847204,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,2970.0,189,39.42652329749104,2013.0,20,26.722421346077258,896.0,81,11.894331607593255,765.0,69,10.15531660692951,498.0,8,6.610911987256072,391.0,8,5.190495154652861,,,
