fps_value,total_system_travel_time,avg_trip_time,total_trips,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,low_trip_count,low_avg_trip_time,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,middle_trip_count,middle_avg_trip_time,high_amount,high_percentage_of_used,high_percentage_of_total_fps,high_trip_count,high_avg_trip_time
3500.0,7854.0,20.294573643410853,387,100.0,3500.0,602.332045433215,17.20948701237757,17.20948701237757,134,32.94776119402985,1992.1803234949186,56.91943781414053,56.91943781414053,125,14.088,905.4876310718648,25.87107517348185,25.87107517348185,128,13.109375
4500.0,7592.0,18.838709677419356,403,100.0,4500.0,2362.449868077817,52.49888595728483,52.49888595728483,176,20.744318181818183,1488.8153411328876,33.08478535850861,33.08478535850861,120,17.6,648.734790789297,14.4163286842066,14.4163286842066,107,17.093457943925234
5500.0,7687.0,20.71967654986523,371,67.1810188480966,3694.956036645313,1316.1000853279627,35.61882935210409,23.929092460508414,174,30.091954022988507,749.5627003019455,20.286106055607654,13.628412732762646,99,13.808080808080808,1629.2932510154076,44.09506459228833,29.623513654825594,98,11.061224489795919
6500.0,7193.0,17.84863523573201,403,81.6467174483898,5307.036634145336,2517.4766659035317,47.43657976103183,38.73041024466972,194,20.22680412371134,812.448882528111,15.308899081284569,12.499213577355553,116,19.370689655172413,1977.111085713694,37.2545211576836,30.417093626364522,93,10.989247311827956
7000.0,7149.0,18.862796833773086,379,52.52795370425073,3676.956759297551,2139.0099319349542,58.17337738678201,30.55728474192792,154,22.88961038961039,855.5966714143733,23.269152383990157,12.222809591633904,107,17.42056074766355,682.3501559482253,18.55747022922788,9.747859370688932,118,14.915254237288135
7500.0,7305.0,19.0234375,384,53.13282906008874,3984.962179506655,1206.2111835907376,30.269074818172264,16.082815781209835,157,27.56687898089172,1391.1249292584687,34.9093634166107,18.548332390112915,134,14.649253731343284,1387.6260666574483,34.82156176521703,18.50168088876598,93,10.903225806451612
8000.0,8010.0,21.07894736842105,380,42.54817929339618,3403.8543434716944,1846.0350660213476,54.23366806402533,23.075438325266845,162,27.030864197530864,991.8650521352079,29.139468145501624,12.398313151690097,113,20.424778761061948,565.9542253151396,16.62686379047306,7.074427816439245,105,12.6
8500.0,8083.0,20.567430025445294,393,90.93804754002086,7729.734040901773,1838.7635215775317,23.788186137423896,21.632512018559197,156,24.96794871794872,2189.205342028486,28.321871495763478,25.75535696504101,119,18.69747899159664,3701.765177295755,47.88994236681262,43.55017855642065,118,16.635593220338983
9000.0,7697.0,21.68169014084507,355,44.13912806324215,3972.5215256917936,1463.9800177409106,36.85266419005662,16.266444641565673,163,26.94478527607362,1570.7728445964606,39.54095237590736,17.453031606627338,121,18.40495867768595,937.7686633544205,23.60638343403597,10.419651815049116,71,15.183098591549296
9500.0,7533.0,20.088,375,66.10915077257299,6280.369323394434,2120.6716412998435,33.76667090899132,22.322859382103616,152,26.407894736842106,1581.2346134815732,25.177414449042985,16.644574878753403,109,20.71559633027523,2578.4630686130154,41.055914641965664,27.141716511715952,114,11.06140350877193
10000.0,7961.0,20.25699745547074,393,77.87190987496365,7787.190987496365,1412.7490112721055,18.141959193507773,14.127490112721055,158,27.632911392405063,5744.577253355889,73.76956931684053,57.445772533558895,156,14.294871794871796,629.8647228683686,8.08847148965168,6.298647228683686,79,17.27848101265823
15000.0,7300.0,20.0,365,38.177648237864304,5726.647235679646,1021.7642168119353,17.842276200389545,6.811761445412902,170,25.123529411764707,2806.7939751794315,49.012866685620416,18.711959834529544,114,15.736842105263158,1898.0890436882785,33.14485711399003,12.653926957921858,81,15.246913580246913
