fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,370,22.183783783783785,8208.0,3444.817183738064,98.42334810680184,187,86,97
4500.0,391,20.21994884910486,7906.0,3325.03997109059,73.88977713534645,154,113,124
5500.0,371,20.951482479784367,7773.0,3623.006985895706,65.87285428901284,164,104,103
6500.0,393,18.572519083969464,7299.0,2587.8570096416292,39.81318476371737,139,137,117
7000.0,383,18.240208877284594,6986.0,4995.53109226801,71.364729889543,179,118,86
7500.0,374,20.165775401069517,7542.0,3022.2443751427236,40.29659166856965,146,140,88
8000.0,404,19.876237623762375,8030.0,7543.77897833978,94.29723722924726,164,139,101
8500.0,364,20.63736263736264,7512.0,3377.583078571702,39.73627151260826,156,106,102
9000.0,396,19.795454545454547,7839.0,4777.814630442243,53.08682922713602,170,137,89
9500.0,381,19.519685039370078,7437.0,6240.923941124679,65.69393622236504,153,131,97
10000.0,392,18.964285714285715,7434.0,7444.3478624865,74.443478624865,157,137,98
15000.0,355,21.68169014084507,7697.0,3972.5215256917936,26.48347683794529,163,121,71
