fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.527840378167427,0.22070759816046462,0.1462760402352553,0.16085673977170714,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
4500.0,0.6352394106322957,0.2182203427490673,0.14797118220164995,0.2690478856815786,51.2%,51.9%,24.8%,21.2%,68.7%,3.9%,10.4%,1.5%,27.1%,41.4%,27.4%,0.7%
5500.0,0.514045584045584,0.19079772079772073,0.15868945868945866,0.16455840455840454,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
6500.0,0.49981962481962483,0.22582972582972577,0.11345598845598849,0.16053391053391058,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
7000.0,0.4665578465063001,0.22307969235804287,0.060729831451480955,0.18274832269677632,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
7500.0,0.3481942352910095,0.1264734632856075,0.1055687393448305,0.11615203266057149,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
8000.0,0.35132129495606224,0.15869618521067164,0.130017638358288,0.0626074713871026,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8500.0,0.36920670670670686,0.17015765765765767,0.0904904904904906,0.10855855855855856,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9000.0,0.4940193864106909,0.17050787376874338,0.17479139218269651,0.14872012045925093,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
9500.0,0.4029222045011519,0.15804359383306749,0.14928406875775305,0.0955945419103314,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
10000.0,0.2915436739998143,0.08101735821034067,0.0647544787895665,0.14577183699990715,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
15000.0,0.5599192159787402,0.23577872655321827,0.12271424290514134,0.20142624652038055,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
