fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,375,21.856,8196.0,3447.463848365573,98.49896709615923,147,143,85
4500.0,380,20.576315789473686,7819.0,4500.0,100.0,174,146,60
5500.0,389,19.44987146529563,7566.0,3466.1944695335737,63.021717627883156,158,145,86
6500.0,379,20.203166226912927,7657.0,3860.7604320557275,59.39631433931889,179,100,100
7000.0,412,19.441747572815533,8010.0,3592.4993819231036,51.321419741758625,167,127,118
7500.0,378,20.73015873015873,7836.0,3549.5216522652154,47.32695536353621,142,115,121
8000.0,378,19.35185185185185,7315.0,3681.6746060320547,46.020932575400685,175,114,89
8500.0,360,21.758333333333333,7833.0,7443.620998921171,87.57201175201378,167,129,64
9000.0,395,19.093670886075948,7542.0,5714.5965608660335,63.495517342955935,158,160,77
9500.0,400,18.0325,7213.0,7750.711010494774,81.58643168941867,199,121,80
10000.0,383,19.386422976501304,7425.0,6644.226238299655,66.44226238299655,182,111,90
15000.0,373,20.487935656836463,7642.0,5936.856634001779,39.57904422667852,132,122,119
