fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,8196.0,21.856,375,3759.0,147,25.571428571428573,45.86383601756955,2735.0,143,19.125874125874127,33.36993655441679,1702.0,85,20.023529411764706,20.766227428013664,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3721.0,221,45.40019521717911,1638.0,17,19.98535871156662,894.0,12,10.907759882869692,715.0,62,8.723767691556857,651.0,51,7.942898975109809,551.0,11,6.722791605661298,26.0,1.0,0.317227916056613
4500.0,7819.0,20.576315789473686,380,4232.0,174,24.32183908045977,54.124568359125206,2391.0,146,16.376712328767123,30.579357974165493,1196.0,60,19.933333333333334,15.296073666709297,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,3350.0,203,42.844353497889756,1836.0,22,23.48126358869421,624.0,13,7.980560173935286,725.0,63,9.272285458498528,696.0,68,8.901394040158587,554.0,10,7.085305026218186,34.0,1.0,0.43483821460544825
5500.0,7566.0,19.44987146529563,389,3965.0,158,25.09493670886076,52.40549828178695,2459.0,145,16.958620689655174,32.50066085117631,1142.0,86,13.279069767441861,15.093840867036743,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3740.0,214,49.43166798836902,1066.0,12,14.0893470790378,759.0,13,10.031720856463124,737.0,67,9.740946338884484,751.0,72,9.92598466825271,513.0,11,6.780333068992863,,,
6500.0,7657.0,20.203166226912927,379,3853.0,179,21.52513966480447,50.31996865613164,2164.0,100,21.64,28.26172130077054,1640.0,100,16.4,21.41831004309782,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3952.0,215,51.61290322580645,807.0,11,10.539375734621913,771.0,13,10.069217709285622,765.0,68,9.990858038396238,686.0,62,8.959122371686039,676.0,10,8.828522920203735,,,
7000.0,8010.0,19.441747572815533,412,4178.0,167,25.017964071856287,52.15980024968789,2074.0,127,16.330708661417322,25.89263420724095,1758.0,118,14.898305084745763,21.94756554307116,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,4135.0,242,51.62297128589264,1350.0,13,16.853932584269664,551.0,14,6.878901373283395,817.0,71,10.199750312109861,714.0,61,8.913857677902621,443.0,11,5.530586766541823,,,
7500.0,7836.0,20.73015873015873,378,4101.0,142,28.880281690140844,52.33537519142419,2051.0,115,17.83478260869565,26.174068402246043,1684.0,121,13.917355371900827,21.490556406329762,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3624.0,210,46.248085758039814,1377.0,13,17.572741194486984,727.0,13,9.277692700357324,819.0,66,10.451761102603369,726.0,65,9.264931087289433,555.0,10,7.082695252679939,8.0,1.0,0.10209290454313426
8000.0,7315.0,19.35185185185185,378,4220.0,175,24.114285714285714,57.68967874231032,1944.0,114,17.05263157894737,26.575529733424467,1151.0,89,12.932584269662922,15.73479152426521,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3826.0,226,52.30348598769652,963.0,9,13.16473000683527,427.0,10,5.837320574162679,753.0,61,10.293916609706082,738.0,62,10.088858509911141,608.0,10,8.311688311688311,,,
8500.0,7833.0,21.758333333333333,360,4243.0,167,25.407185628742514,54.16826247925444,2347.0,129,18.1937984496124,29.96297714796374,1243.0,64,19.421875,15.868760372781821,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3340.0,187,42.64011234520618,1402.0,14,17.89863398442487,659.0,12,8.413123962721818,878.0,71,11.20898761649432,813.0,66,10.379165070854079,741.0,10,9.459977020298735,,,
9000.0,7542.0,19.093670886075948,395,3915.0,158,24.77848101265823,51.90930787589498,2080.0,160,13.0,27.578891540705385,1547.0,77,20.09090909090909,20.511800583399626,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,3422.0,213,45.372580217448956,1373.0,15,18.20472023335985,629.0,13,8.33996287456908,906.0,83,12.012728719172634,710.0,61,9.413948554760012,502.0,10,6.656059400689472,,,
9500.0,7213.0,18.0325,400,4481.0,199,22.517587939698494,62.12394288090947,1590.0,121,13.140495867768594,22.04353251074449,1142.0,80,14.275,15.832524608346041,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3084.0,209,42.75613475668931,1452.0,15,20.130320255094965,389.0,8,5.393040343823651,974.0,83,13.503396644946625,847.0,74,11.742686815472064,437.0,10,6.058505476223485,30.0,1.0,0.41591570774989606
10000.0,7425.0,19.386422976501304,383,4078.0,182,22.406593406593405,54.92255892255892,2067.0,111,18.62162162162162,27.83838383838384,1280.0,90,14.222222222222221,17.23905723905724,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,2991.0,201,40.282828282828284,1576.0,15,21.225589225589225,612.0,13,8.242424242424242,833.0,76,11.218855218855218,779.0,66,10.491582491582491,570.0,10,7.6767676767676765,64.0,2.0,0.8619528619528619
15000.0,7642.0,20.487935656836463,373,3827.0,132,28.992424242424242,50.07851347814708,2383.0,122,19.5327868852459,31.1829364040827,1432.0,119,12.033613445378151,18.738550117770217,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3703.0,200,48.45590159644072,1213.0,13,15.872808165401727,568.0,12,7.432609264590422,833.0,73,10.900287882753206,708.0,62,9.264590421355665,566.0,12,7.406438105208061,51.0,1.0,0.6673645642501963
