fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,11.71260529190436,3.7164285714285725,1.056241655540724,6.939935064935064,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,27.52,24.85981308411215,16.863636363636363,23.803571428571427
4500.0,7.28259209499933,2.5175784398493484,1.912105136243067,2.852908518906915,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,26.475138121546962,22.045454545454547,21.1046511627907,23.957559681697614
5500.0,6.2429504875157065,1.3932132682132696,1.132602502167721,3.7171347171347158,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,21.93452380952381,21.67391304347826,16.824175824175825,20.54131054131054
6500.0,8.697965502363395,3.0240238484919324,2.666867734152227,3.007073919719236,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,23.752747252747252,18.061855670103093,17.721649484536083,20.72872340425532
7000.0,6.875492961243509,2.740359384860664,1.9942817811192874,2.1408517952635577,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%,26.86335403726708,22.128712871287128,21.982142857142858,24.122994652406415
7500.0,6.501765473341308,1.4114583333333321,1.4687952898550698,3.621511850152906,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,18.96875,19.026086956521738,13.935779816513762,17.557291666666668
8000.0,4.780625261868696,2.0228985507246406,0.36544600938967164,2.392280701754384,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,21.036231884057973,18.64788732394366,16.621052631578948,19.013333333333332
8500.0,3.1999918079417426,1.0704598930481275,0.18178723404255237,1.9477446808510628,54.1%,78.4%,76.9%,63.3%,64.2%,33.2%,60.1%,37.8%,68.8%,69.6%,66.3%,75.9%,22.422459893048128,21.170212765957448,19.404255319148938,21.352
9000.0,6.65846780866508,2.5909117979870153,0.8051707729724029,3.2623852377056615,29.4%,76.0%,32.2%,74.6%,77.4%,49.7%,47.0%,9.8%,2.1%,10.4%,1.4%,73.0%,22.528735632183906,19.132653061224488,16.67543859649123,19.93782383419689
9500.0,9.541208765797466,2.2779463544499485,0.6218996120841673,6.64136279926335,54.9%,77.6%,51.7%,39.3%,6.7%,26.7%,70.4%,53.3%,24.7%,25.9%,61.1%,4.7%,23.932642487046632,22.27659574468085,15.013333333333334,21.654696132596683
10000.0,6.523268278084856,0.09214092140921437,2.9598772093915606,3.4712501472840813,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,23.48780487804878,26.539823008849556,20.108695652173914,23.579945799457995
15000.0,3.618148008687214,0.338669438669438,1.6334174022698598,1.6460611677479164,54.1%,78.4%,76.9%,63.3%,64.2%,33.2%,60.1%,37.8%,68.8%,69.6%,66.3%,75.9%,17.945945945945947,19.918032786885245,16.63855421686747,18.284615384615385
