fps_value,total_system_travel_time,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,5046.0,100.0,1000.0,603.5638913314675,60.35638913314675,60.35638913314675,338.0341742891934,33.80341742891934,33.80341742891934,58.4019343793393,5.84019343793393,5.84019343793393
1500.0,4189.0,96.90173742883557,1453.5260614325337,905.9002933638096,62.32432409715397,60.39335289092064,518.5621148651435,35.676148410718596,34.570807657676234,29.063653203580806,1.9995274921274477,1.9375768802387203
2000.0,3643.0,96.6223642129396,1932.447284258792,1136.9049657849139,58.83239222336584,56.845248289245696,581.6248353480371,30.097837083878055,29.081241767401856,213.91748312584107,11.069770692756107,10.695874156292055
2500.0,3891.0,89.74337536160884,2243.5843840402213,1398.2287059796245,62.32119976970557,55.929148239184975,689.4342889374491,30.729144570703582,27.577371557497965,155.92138912314616,6.949655659590779,6.236855564925847
3000.0,3897.0,73.04661989281215,2191.3985967843646,1766.7629793145595,80.62262072756134,58.892099310485314,395.3848861853966,18.04258188198077,13.17949620617989,29.250731284408694,1.334797390457898,0.9750243761469565
3500.0,3809.0,53.25036008268291,1863.7626028939019,1040.002647639722,55.801240245130415,29.714361361134916,750.1416042309941,40.24877433779571,21.43261726374269,73.61835102318616,3.9499854170739055,2.103381457805319
4000.0,3377.0,60.01019790408273,2400.407916163309,1631.2532341807403,67.95733438456799,40.78133085451851,650.378362781125,27.094493331810742,16.259459069528127,118.77631920144358,4.948172283621263,2.9694079800360895
4500.0,3795.0,53.19174185010236,2393.628383254606,1629.4793720152443,68.07570395700473,36.210652711449875,722.3423633640347,30.17771548906305,16.05205251920077,41.80664787532745,1.746580553932233,0.9290366194517211
5000.0,3854.0,50.63505223772985,2531.7526118864926,1486.0530927837685,58.69661537256048,29.72106185567537,994.1782553016664,39.268380750711316,19.883565106033327,51.52126380105871,2.0350038767282443,1.0304252760211743
6000.0,3921.0,31.37839191764526,1882.7035150587155,1206.3512099597228,64.07547446057116,20.105853499328713,662.9508290906895,35.21270469769183,11.049180484844824,13.401476008303641,0.7118208417370322,0.22335793347172736
7000.0,3889.0,31.012698537100075,2170.8888975970053,1044.779155275339,48.126790663116076,14.925416503933414,1026.21463611096,47.271633165884026,14.66020908729943,99.89510621070714,4.601576170999942,1.4270729458672449
8000.0,3866.0,26.46226490342114,2116.9811922736912,1540.0018680563767,72.74518421216467,19.25002335070471,515.3610986771927,24.344151027798308,6.442013733464909,61.618225540121045,2.9106647600369806,0.7702278192515131
