,Income_Level,Mean_SDI,Max_SDI,Min_SDI,Std_SDI
0,low,0.3813544555299506,0.5591825653885469,0.2080054691676229,0.0633337654826194
1,middle,0.3571010481844106,0.5317902438872787,0.10313187571139124,0.09168953422670209
2,high,0.0700606152269856,0.3151688053885682,-0.32687499999999997,0.11827416219301473
