fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
1000.0,0.9645074330672709,0.45938375350140065,0.24399603101428652,0.26112764855158366,47.4%,67.6%,52.1%,60.9%,28.7%,35.6%,43.5%,38.1%,20.3%,14.4%,22.1%,12.2%
1500.0,0.7691658278403741,0.37283213011368355,0.1458150685672847,0.25051862915940587,54.1%,69.7%,63.9%,52.2%,38.6%,42.3%,32.2%,22.1%,17.7%,0.6%,16.8%,15.1%
2000.0,0.44781070322866,0.10526315789473695,0.16764951594672955,0.17489802938719345,47.7%,65.5%,52.3%,56.6%,28.6%,25.5%,38.9%,30.1%,6.1%,5.4%,20.7%,12.4%
2500.0,0.3064506115353574,0.12188282527265584,0.057407752323006524,0.12716003393969502,59.9%,66.1%,57.9%,55.7%,37.4%,37.8%,42.8%,20.1%,19.1%,5.6%,24.5%,19.1%
3000.0,0.26249195265686115,0.10129158383503942,0.06483623509325481,0.09636413372856693,61.2%,69.0%,62.5%,49.1%,27.4%,34.3%,32.3%,25.6%,18.5%,6.2%,7.7%,16.2%
3500.0,0.35010670081092604,0.14001280409731112,0.06952624839948775,0.14056764831412719,49.8%,63.4%,52.5%,58.7%,27.9%,29.9%,36.7%,36.3%,23.3%,1.8%,22.6%,14.8%
4000.0,0.32641723356009067,0.16270623191805467,0.04988662131519268,0.11382438032684333,59.1%,62.9%,63.8%,56.2%,30.3%,39.3%,33.6%,28.1%,10.4%,9.7%,24.6%,5.9%
4500.0,0.2683522231909329,0.11827956989247312,0.08204010462074979,0.06803254867771,46.0%,68.6%,55.7%,55.2%,31.3%,38.7%,39.3%,31.8%,18.6%,5.8%,20.6%,11.7%
5000.0,0.24204039759318335,0.10649054298561962,0.07088959899629224,0.06466025561127148,55.6%,69.8%,53.4%,53.2%,41.3%,38.1%,29.9%,22.6%,13.9%,8.1%,9.3%,8.3%
6000.0,0.37043428242737997,0.17504827642877688,0.11142610624922958,0.08395989974937351,49.8%,63.4%,52.5%,58.7%,27.9%,29.9%,36.7%,36.3%,23.3%,1.8%,22.6%,14.8%
7000.0,0.31655872764120185,0.14567913472552657,0.06358489734778386,0.10729469556789135,53.7%,64.4%,62.0%,56.4%,35.3%,25.4%,31.0%,39.5%,18.7%,5.1%,17.8%,19.4%
8000.0,0.27320594274865195,0.13660297137432603,0.043927024945144,0.09267594642918194,64.9%,67.5%,59.5%,57.0%,28.4%,28.0%,26.0%,33.5%,5.9%,13.2%,23.5%,10.1%
