fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.5574874427333443,0.22089377845502356,0.18943905810732117,0.14715460617099957,39.0%,71.5%,9.9%,9.1%,6.3%,25.8%,38.1%,5.8%,76.3%,2.4%,35.3%,79.4%
4500.0,0.6237688495201941,0.311884424760097,0.1846883897500791,0.12719603501001794,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%
5500.0,0.6142194769355273,0.28898914766491907,0.1531702540825926,0.17206007518801555,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
6500.0,0.2620426487093154,0.09683501683501691,0.056373256373256325,0.10883437550104214,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
7000.0,0.4940193864106909,0.17050787376874338,0.17479139218269651,0.14872012045925095,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
7500.0,0.43292220450115193,0.17804359383306756,0.15928406875775297,0.09559454191033143,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8000.0,0.35844782592168395,0.13332738352000878,0.13083077573996674,0.09428966666170849,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
8500.0,0.2559957686274601,0.12303593412921282,0.08163174195286316,0.05132809254538408,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
9000.0,0.44929858050688287,0.20869798186328953,0.10256410256410253,0.13803649607949084,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
9500.0,0.5784098864006543,0.28920494320032714,0.10973461141261028,0.1794703317877169,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
10000.0,0.41001813600398024,0.16866598341392514,0.09576199876647651,0.14559015382357862,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%
15000.0,0.43163340724316324,0.21291217696865966,0.10305364297662115,0.11566758729788243,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
