fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,378,21.116402116402117,7982.0,3500.0,100.0,142,115,121
4500.0,375,22.965333333333334,8612.0,4226.262301070251,93.91694002378335,139,149,87
5500.0,362,20.38950276243094,7381.0,3397.5393644482156,61.773442989967556,162,95,105
6500.0,382,19.79581151832461,7562.0,4030.173983404884,62.002676667767446,150,129,103
7000.0,381,19.430446194225723,7403.0,3372.634914813181,48.18049878304544,184,118,79
7500.0,385,17.625974025974028,6786.0,4212.1507788452745,56.162010384603654,163,108,114
8000.0,375,20.512,7692.0,3511.89850893509,43.898731361688625,180,114,81
8500.0,392,20.599489795918366,8075.0,6334.922584329609,74.52850099211304,152,137,103
9000.0,411,17.708029197080293,7278.0,8964.981964634615,99.61091071816239,172,149,90
9500.0,390,18.835897435897436,7346.0,7512.175831890347,79.07553507252997,142,145,103
10000.0,373,20.487935656836463,7642.0,3327.7965713462468,33.277965713462464,155,131,87
15000.0,388,19.7680412371134,7670.0,3509.9510542219296,23.399673694812865,150,102,136
