fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
3500.0,100.0,3500.0,2308.908445682654,65.96881273379012,65.96881273379012,851.9278767114387,24.340796477469677,24.340796477469677,339.16367760590873,9.690390788740249,9.690390788740249
4500.0,100.0,4500.0,1272.8117158978587,28.284704797730193,28.284704797730193,2136.7608164141543,47.48357369809232,47.48357369809232,1090.427467687986,24.231721504177468,24.231721504177468
5500.0,72.6399795561706,3995.1988755893835,3175.131940826878,79.47368928808264,57.72967165139777,504.58309894027633,12.629736707808789,9.174238162550479,315.4838358222276,7.896574004108531,5.736069742222321
6500.0,63.656879930637004,4137.697195491405,3261.190928773422,78.81656812216568,50.17216813497573,668.0386318594974,16.14517931827921,10.277517413223036,208.46763485848427,5.038252559555075,3.207194382438219
7000.0,64.3966747537962,4507.767232765734,3097.2496404149565,68.70917419830135,44.24642343449938,706.0840404058893,15.663720062419292,10.086914862941274,704.4335519448889,15.627105739279374,10.063336456355556
7500.0,70.72418537509384,5304.313903132038,1885.075473062995,35.53853537872097,25.134339640839933,2280.419340331558,42.99178709964806,30.405591204420773,1138.819089737482,21.469677521630906,15.184254529833094
8000.0,68.27689388242435,5462.151510593948,2971.932850746951,54.40956452750954,37.14916063433689,400.58373909316623,7.33380863412936,5.007296738664578,2089.634920753826,38.256626838361015,26.120436509422824
8500.0,83.19738043362673,7071.777336858272,1624.37391279632,22.96981134191039,19.110281327015528,2975.2068409902126,42.071557110308945,35.00243342341427,2472.1965830717386,34.958631547780655,29.084665683196924
9000.0,49.95147689110283,4495.632920199255,1469.0079654234285,32.67633259875495,16.322310726926982,1503.2013961232383,33.43692474021241,16.702237734702646,1523.4235586525895,33.88674266103266,16.926928429473218
9500.0,55.08114758317253,5232.70902040139,3607.4301010404247,68.94000960068111,37.97294843200447,693.1234446028116,13.24597721563435,7.296036258976963,932.1554747581549,17.81401318368456,9.812162892191106
10000.0,52.13366439066134,5213.366439066133,3737.475717179415,71.6902554398019,37.37475717179415,888.9153112157834,17.05069692693641,8.889153112157834,586.9754106709353,11.2590476332617,5.869754106709353
15000.0,38.50527906359098,5775.791859538647,2345.537071951297,40.60979219806324,15.636913813008647,812.0047208887182,14.058760091011639,5.413364805924789,2618.250066698632,45.331447710925126,17.455000444657546
