fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,12.734281694119694,4.5933982354730745,1.251409774436091,6.889473684210529,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,30.514450867052023,24.669642857142858,19.03157894736842,25.92105263157895
4500.0,11.783783501509681,4.19935564581084,0.7651401951305274,6.819287660568314,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,31.12578616352201,26.161290322580644,20.107142857142858,26.92643051771117
5500.0,4.068943813124324,0.47592055731037064,1.2680184508937167,2.325004804920237,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,21.591623036649214,22.38372093023256,18.790697674418606,21.115702479338843
6500.0,9.69734114124358,1.7518865957890348,1.4614437053461415,6.484010840108404,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.502564102564104,25.21212121212121,17.266666666666666,23.75067750677507
7000.0,5.361993858235461,1.6990758567577977,2.210657267261041,1.4522607342166225,54.9%,77.6%,51.7%,39.3%,6.7%,26.7%,70.4%,53.3%,24.7%,25.9%,61.1%,4.7%,22.602040816326532,18.692307692307693,19.450704225352112,20.902964959568735
7500.0,9.1742367190117,3.473456790123457,2.4573285064513133,3.24345142243693,38.7%,72.7%,47.0%,48.6%,49.8%,61.6%,75.5%,23.7%,20.9%,37.3%,64.1%,68.1%,21.727777777777778,15.796992481203008,15.01086956521739,18.25432098765432
8000.0,4.280505052336537,0.30789001305483055,1.3752195585093752,2.597395480772331,79.5%,78.9%,52.7%,64.1%,48.0%,17.5%,33.0%,11.4%,59.3%,45.6%,34.4%,19.5%,21.078125,22.145454545454545,18.17283950617284,20.77023498694517
8500.0,7.771214588951484,3.511627906976745,0.44615384615384457,3.813432835820894,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,23.511627906976745,20.446153846153845,16.186567164179106,20.0
9000.0,7.425856868982521,2.845064336470138,1.6694689479604534,2.91132358455193,22.2%,68.1%,35.3%,19.6%,78.5%,43.2%,62.6%,40.3%,16.7%,36.3%,65.3%,78.1%,23.01829268292683,18.50375939849624,17.261904761904763,20.173228346456693
9500.0,9.96383703549006,0.4575584966772759,3.1499343832020976,6.356344155610687,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,21.26595744680851,23.958333333333332,14.452054794520548,20.808398950131235
10000.0,3.13706852415649,0.694629499766247,0.3905434782608701,2.051895546129373,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,24.344086021505376,24.04,21.597560975609756,23.64945652173913
15000.0,3.3827349446131407,0.08010774142059063,1.6873812129240306,1.6152459902685194,54.1%,78.4%,76.9%,63.3%,64.2%,33.2%,60.1%,37.8%,68.8%,69.6%,66.3%,75.9%,27.696428571428573,29.463917525773194,26.161290322580644,27.776536312849164
