fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,370,22.967567567567567,8498.0,3275.8477431267065,93.59564980362019,155,115,100
4500.0,364,18.167582417582416,6613.0,3078.6091529146956,68.41353673143769,169,114,81
5500.0,382,19.615183246073297,7493.0,4829.467492041664,87.80849985530298,153,136,93
6500.0,382,19.75130890052356,7545.0,4197.497093859087,64.57687836706287,184,102,96
7000.0,381,20.761154855643046,7910.0,4194.383520839158,59.919764583416544,166,99,116
7500.0,367,19.42506811989101,7129.0,3573.1338606971035,47.64178480929471,155,123,89
8000.0,365,20.0,7300.0,5726.647235679646,71.58309044599557,170,114,81
8500.0,391,19.465473145780052,7611.0,3576.7073879115783,42.07891044601857,175,125,91
9000.0,381,19.876640419947506,7573.0,6790.409556659545,75.44899507399495,150,136,95
9500.0,400,17.8525,7141.0,3356.5116800642663,35.33170189541333,176,119,105
10000.0,391,18.815856777493607,7357.0,4292.619082797848,42.92619082797848,171,139,81
15000.0,378,19.35185185185185,7315.0,3681.6746060320547,24.54449737354703,175,114,89
