fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,11.637944962959143,4.03620507399577,1.1833995084136895,6.418340380549683,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,28.943181818181817,23.723577235772357,18.488636363636363,24.906976744186046
4500.0,5.6657252901276856,1.7733548766157448,0.024484880920525143,3.8678855325914157,44.4%,70.6%,43.0%,29.2%,52.7%,12.4%,58.6%,72.1%,57.1%,25.8%,73.5%,36.9%,22.570652173913043,20.821782178217823,16.929411764705883,20.7972972972973
5500.0,9.785180727810733,3.536164927968205,1.9202139872342379,4.32880181260829,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%,25.145454545454545,19.689075630252102,17.28048780487805,21.60928961748634
6500.0,7.28259209499933,2.5175784398493484,1.912105136243067,2.852908518906915,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,26.475138121546962,22.045454545454547,21.1046511627907,23.957559681697614
7000.0,9.2443179634996,3.4014143653833244,1.6826648469684322,4.160238751147844,22.2%,68.1%,35.3%,19.6%,78.5%,43.2%,62.6%,40.3%,16.7%,36.3%,65.3%,78.1%,26.50609756097561,21.422018348623855,18.944444444444443,23.104683195592287
7500.0,5.6908136196222365,1.8555127345844475,0.08851098804328927,3.7467898969944997,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,23.68125,21.73722627737226,18.07894736842105,21.82573726541555
8000.0,8.15952728759584,3.04417151475975,0.8387989962793121,4.276556776556777,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,23.725490196078432,19.84251968503937,16.404761904761905,20.681318681318682
8500.0,8.697965502363395,3.0240238484919324,2.666867734152227,3.007073919719236,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,23.752747252747252,18.061855670103093,17.721649484536083,20.72872340425532
9000.0,6.148840835199152,0.646682279469168,3.255219780219779,2.2469387755102055,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,19.896174863387976,23.798076923076923,18.29591836734694,20.542857142857144
9500.0,6.501765473341308,1.4114583333333321,1.4687952898550698,3.621511850152906,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,18.96875,19.026086956521738,13.935779816513762,17.557291666666668
10000.0,4.780625261868696,2.0228985507246406,0.36544600938967164,2.392280701754384,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,21.036231884057973,18.64788732394366,16.621052631578948,19.013333333333332
15000.0,7.22702549609749,0.6784776902887124,2.9125600872924586,3.6359877185163185,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,18.833333333333332,21.06741573033708,14.518867924528301,18.15485564304462
