fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,362,23.96685082872928,8676.0,2989.4335995166016,85.41238855761719,150,121,91
4500.0,386,21.645077720207254,8355.0,4500.0,100.0,144,141,101
5500.0,395,20.432911392405064,8071.0,5500.0,100.0,138,139,118
6500.0,364,18.167582417582416,6613.0,3078.6091529146956,47.363217737149164,169,114,81
7000.0,376,19.18882978723404,7215.0,5354.213718288944,76.48876740412777,166,113,97
7500.0,382,19.615183246073297,7493.0,4829.467492041664,64.39289989388884,153,136,93
8000.0,386,17.440414507772022,6732.0,5871.107201883778,73.38884002354722,169,108,109
8500.0,382,19.75130890052356,7545.0,4197.497093859087,49.38231875128337,184,102,96
9000.0,381,20.761154855643046,7910.0,4194.383520839158,46.60426134265732,166,99,116
9500.0,367,19.42506811989101,7129.0,3573.1338606971035,37.61193537575899,155,123,89
10000.0,365,20.0,7300.0,5726.647235679646,57.26647235679646,170,114,81
15000.0,381,20.20997375328084,7700.0,3023.881520605926,20.159210137372842,182,112,87
