seed,fps,avg_equity,low,middle,high,budget_used_pct,terminated_early,source_path,alloc__high_MaaS_Bundle,alloc__high_bike,alloc__high_car,alloc__high_public,alloc__low_MaaS_Bundle,alloc__low_bike,alloc__low_car,alloc__low_public,alloc__middle_MaaS_Bundle,alloc__middle_bike,alloc__middle_car,alloc__middle_public
20,3500.0,15.303347595800428,4.896952104499274,2.5700808625336933,7.836314628767461,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[20].kman.restech.unsw.edu.au/seed_20/all_results.pkl,0.6627795077476236,0.6883626452435117,0.6955361483993326,0.7585573753851065,0.7688997208876405,0.5406969210803697,0.784010810894049,0.6328732940351708,0.6008293302630623,0.6424387453177339,0.33173631444393736,0.37761136765238085
21,3500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[21].kman.restech.unsw.edu.au/seed_21/all_results.pkl,0.3612521620969826,0.6167740198604799,0.4195235642503199,0.2711671896069756,0.1773090650949116,0.5870078494664529,0.45242950737740667,0.233018600531749,0.12997348979977508,0.6562848081127669,0.11673218039421625,0.1687633358617959
22,3500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[22].kman.restech.unsw.edu.au/seed_22/all_results.pkl,0.1629201975767419,0.7871886367324454,0.5549614062104433,0.5073235011151399,0.5141402080088618,0.3226043951444037,0.7561121560247948,0.6302631970940636,0.023886029800964704,0.590582265211235,0.6024377648363245,0.22139356947230465
23,3500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[23].kman.restech.unsw.edu.au/seed_23/all_results.pkl,0.1629201975767419,0.7871886367324454,0.5549614062104433,0.5073235011151399,0.5141402080088618,0.3226043951444037,0.7561121560247948,0.6302631970940636,0.023886029800964704,0.590582265211235,0.6024377648363245,0.22139356947230465
24,3500.0,8.075669729716374,2.125680697033765,1.1074966297403463,4.842492402942263,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[24].kman.restech.unsw.edu.au/seed_24/all_results.pkl,0.09250687033897893,0.4418777767712607,0.08868848271462648,0.7820780616293648,0.6142871516500605,0.6049994912976391,0.5956116394404277,0.7980047016202718,0.6966069385606001,0.5246757947584065,0.2127431293590748,0.5972085082885291
25,3500.0,13.894082367275121,4.873641343313544,0.7655968560668107,8.254844167894767,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[25].kman.restech.unsw.edu.au/seed_25/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
26,3500.0,13.190022623012375,1.5974074261860096,3.740900558277872,7.8517146385484935,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[26].kman.restech.unsw.edu.au/seed_26/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
27,3500.0,11.637944962959143,4.03620507399577,1.1833995084136895,6.418340380549683,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[27].kman.restech.unsw.edu.au/seed_27/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
28,3500.0,7.9548331500874845,3.140961655508214,1.1358178699516621,3.6780536246276085,82.40363718054503,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[28].kman.restech.unsw.edu.au/seed_28/all_results.pkl,0.030997605854338264,0.7626084752004808,0.028231274180855817,0.17279589182547606,0.45080478655416806,0.6802067197606165,0.6291779349562491,0.6771565072988287,0.46189361694484976,0.33486957475599133,0.17382924464983496,0.7510104364843528
29,3500.0,11.71260529190436,3.7164285714285725,1.056241655540724,6.939935064935064,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[29].kman.restech.unsw.edu.au/seed_29/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
