fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,11.116121449333004,3.053002637451815,1.5443548387096762,6.518763973171513,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,27.38364779874214,25.875,17.81188118811881,24.330645161290324
4500.0,7.822205229971903,2.6198427003113203,0.8882183018673295,4.314144227793253,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,27.711764705882352,24.203703703703702,20.77777777777778,25.091922005571032
5500.0,6.30031467405928,1.8018507723695727,0.2210340256296952,4.277429876060012,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,26.48404255319149,24.903225806451612,20.404761904761905,24.682191780821917
6500.0,2.0317521162635614,0.5502180253544715,1.2365673542144116,0.2449667366946784,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%,27.695876288659793,25.90909090909091,27.390625,27.14565826330532
7000.0,8.660292732076229,2.830931346859323,0.27713518428453554,5.55222620093237,44.4%,70.6%,43.0%,29.2%,52.7%,12.4%,58.6%,72.1%,57.1%,25.8%,73.5%,36.9%,24.614864864864863,22.061068702290076,16.23170731707317,21.78393351800554
7500.0,4.09128094086898,0.9526109427909475,0.5906807908314704,2.5479892072465624,54.1%,78.4%,76.9%,63.3%,64.2%,33.2%,60.1%,37.8%,68.8%,69.6%,66.3%,75.9%,23.53548387096774,23.173553719008265,20.03488372093023,22.582872928176794
8000.0,3.132147466561424,0.8311431676711791,0.3516434877815833,1.9493608111086616,44.7%,74.8%,63.0%,16.8%,57.8%,6.9%,4.2%,2.9%,68.8%,36.8%,40.5%,58.5%,26.06896551724138,24.88617886178862,23.28846153846154,25.2378223495702
8500.0,5.744346978557507,2.352631578947367,0.9017543859649138,2.4899610136452264,29.4%,76.0%,32.2%,74.6%,77.4%,49.7%,47.0%,9.8%,2.1%,10.4%,1.4%,73.0%,20.5,17.24561403508772,15.657407407407407,18.147368421052633
9000.0,8.352548133146556,2.133260613785666,1.008590119833702,5.210697399527188,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%,25.705069124423964,22.563218390804597,18.36111111111111,23.5718085106383
9500.0,6.262442445204275,1.5173213311511198,1.0073815073815098,3.7377396066716457,60.3%,79.4%,4.4%,55.0%,71.9%,37.2%,73.8%,75.9%,47.3%,59.7%,46.9%,9.3%,21.1968085106383,20.68686868686869,15.941747572815533,19.67948717948718
10000.0,8.20173854911393,0.3382939768086004,3.8301502419149465,4.033294330390383,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,22.77094972067039,26.939393939393938,19.075949367088608,23.10924369747899
15000.0,8.775935458989663,3.394691097016679,0.3659913577834253,5.015253004189558,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,24.206060606060607,20.445378151260503,15.79611650485437,20.811369509043928
