fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.544783806623563,0.2635023977038048,0.08410964932019215,0.197171759599566,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
4500.0,0.4295657059797114,0.16991394736681384,0.12419184423801591,0.13545991437488167,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
5500.0,0.3179431774792598,0.15897158873963,0.029927713561734126,0.12904387517789573,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
6500.0,0.5713873759149934,0.28127011370950433,0.13216048058356578,0.1579567816219234,14.6%,71.0%,55.2%,37.3%,48.0%,68.9%,68.1%,35.8%,50.3%,12.7%,62.2%,36.8%
7000.0,0.36600335405385137,0.17687751119694378,0.0741388549033377,0.11498698795356985,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
7500.0,0.33164387867358164,0.12365012011405233,0.08784602950090925,0.12014772905862002,55.4%,77.5%,4.1%,44.3%,32.7%,27.0%,5.4%,56.6%,29.0%,33.2%,21.3%,60.0%
8000.0,0.4665578465063001,0.22307969235804287,0.060729831451480955,0.18274832269677632,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
8500.0,0.34459657989069753,0.1348999584293702,0.14874014874014876,0.06095647272117862,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
9000.0,0.35132129495606224,0.15869618521067164,0.13001763835828797,0.0626074713871026,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9500.0,0.36920670670670686,0.17015765765765767,0.0904904904904906,0.10855855855855856,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
10000.0,0.4940193864106909,0.17050787376874338,0.17479139218269651,0.14872012045925093,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
15000.0,0.31374280452970266,0.15524163730479806,0.07649890527353663,0.08200226195136792,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
