fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.3911861463419165,0.18414509287699282,0.06466216733877997,0.14237888612614374,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
4500.0,0.5668156835021035,0.28340784175105177,0.09814040851405956,0.18526743323699227,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
5500.0,0.5896661171742078,0.29483305858710396,0.12598165348974405,0.16885140509735974,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
6500.0,0.39952015110135536,0.1997600755506776,0.09396870772607778,0.10579136782459993,55.7%,74.0%,21.5%,2.8%,65.7%,59.4%,55.8%,36.6%,13.5%,3.8%,23.6%,22.1%
7000.0,0.31374280452970266,0.15524163730479806,0.07649890527353663,0.08200226195136792,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
7500.0,0.3222740550900196,0.15171512399893772,0.04904525137341098,0.12151367971767092,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8000.0,0.5599192159787402,0.23577872655321827,0.12271424290514134,0.20142624652038055,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8500.0,0.4058787196964683,0.20149559923234733,0.09994264663710761,0.10444047382701338,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
9000.0,0.45899084037085147,0.20835966587141777,0.09395300712002057,0.15667816737941312,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9500.0,0.5223746044756258,0.2553191489361703,0.12765957446808507,0.13939588107137038,38.7%,72.7%,47.0%,48.6%,49.8%,61.6%,75.5%,23.7%,20.9%,37.3%,64.1%,68.1%
10000.0,0.43163340724316324,0.21291217696865966,0.10305364297662115,0.11566758729788243,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
15000.0,0.36376402316799017,0.10757953299565985,0.11927668995345657,0.13690780021887378,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
