fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,379,21.229551451187334,8046.0,3500.0,100.0,180,95,104
4500.0,378,20.73015873015873,7836.0,3549.5216522652154,78.87825893922701,142,115,121
5500.0,386,22.147668393782382,8549.0,5500.0,100.0,134,173,79
6500.0,362,20.38950276243094,7381.0,3397.5393644482156,52.26983637612639,162,95,105
7000.0,383,19.386422976501304,7425.0,6644.226238299655,94.91751768999507,182,111,90
7500.0,382,19.79581151832461,7562.0,4030.173983404884,53.735653112065116,150,129,103
8000.0,381,19.430446194225723,7403.0,3372.634914813181,42.157936435164764,184,118,79
8500.0,385,17.625974025974028,6786.0,4212.1507788452745,49.554715045238524,163,108,114
9000.0,375,20.512,7692.0,3511.89850893509,39.02109454372322,180,114,81
9500.0,392,20.599489795918366,8075.0,6334.922584329609,66.6833956245222,152,137,103
10000.0,411,17.708029197080293,7278.0,8964.981964634615,89.64981964634615,172,149,90
15000.0,388,19.373711340206185,7517.0,7631.579883354324,50.87719922236216,155,117,116
