fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,15.303347595800428,4.896952104499274,2.5700808625336933,7.836314628767461,54.1%,78.4%,76.9%,63.3%,64.2%,33.2%,60.1%,37.8%,68.8%,69.6%,66.3%,75.9%,29.967032967032967,22.5,17.233766233766232,25.070080862533693
4500.0,8.359974972288985,3.740810593112119,2.643137567508319,1.9760268116685467,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,25.81560283687943,19.431654676258994,20.098765432098766,22.074792243767313
5500.0,7.862190480435611,3.561827956989248,0.9811150881661881,3.3192474352801753,46.9%,75.0%,71.2%,75.3%,54.2%,36.8%,55.7%,16.9%,65.7%,41.0%,45.8%,43.4%,23.224358974358974,18.68141592920354,16.34328358208955,19.662531017369727
6500.0,4.919119769119771,2.0151515151515156,2.8166666666666664,0.08730158730158877,10.5%,73.9%,77.6%,34.8%,35.0%,22.2%,79.6%,24.2%,64.5%,13.0%,15.4%,13.0%,27.515151515151516,22.683333333333334,25.58730158730159,25.5
7000.0,5.319451411333766,1.7865494505494475,1.0806666666666693,2.4522352941176493,55.4%,77.5%,4.1%,44.3%,32.7%,27.0%,5.4%,56.6%,29.0%,33.2%,21.3%,60.0%,23.45054945054945,20.583333333333332,19.211764705882352,21.664
7500.0,6.945342955511954,1.242776603241719,1.7769181173436515,3.9256482349265838,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,21.848837209302324,22.382978723404257,16.68041237113402,20.606060606060606
8000.0,5.131402994244596,1.8623027691527803,1.6796588081980808,1.5894414168937345,54.9%,77.6%,51.7%,39.3%,6.7%,26.7%,70.4%,53.3%,24.7%,25.9%,61.1%,4.7%,23.976744186046513,20.434782608695652,20.525,22.114441416893733
8500.0,6.861227228709371,3.0807275585246714,1.0293123350923494,2.75118733509235,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,24.53191489361702,20.421875,18.7,21.45118733509235
9000.0,7.327481153851856,2.9411867753854004,0.005785259925421116,4.380509118541035,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.54491017964072,22.5979381443299,18.223214285714285,22.60372340425532
9500.0,6.3425169484186625,1.9842720685111992,2.9803743961352644,1.377870483772199,69.1%,74.8%,39.2%,4.4%,78.7%,55.6%,29.8%,21.7%,57.8%,65.5%,51.4%,29.6%,27.742424242424242,22.77777777777778,24.380281690140844,25.758152173913043
10000.0,10.74202236077566,3.687531345778769,3.1470484394859497,3.9074425755109417,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.875675675675677,19.041095890410958,18.280701754385966,22.188144329896907
15000.0,8.15952728759584,3.04417151475975,0.8387989962793121,4.276556776556777,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,23.725490196078432,19.84251968503937,16.404761904761905,20.681318681318682
