fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.5310113328406012,0.24963045084996308,0.12426090169992607,0.15711998029071197,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
4500.0,0.6260883004481994,0.264481281430434,0.13390460162908774,0.22770241738867775,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
5500.0,0.4431967782326933,0.14918816790584238,0.11879283825294559,0.17521577207390535,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
6500.0,0.49226369519642693,0.2461318475982135,0.06744485461671679,0.17868699298149665,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%
7000.0,0.25480895915678514,0.10941297028253555,0.06711816871999925,0.07827782015425033,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
7500.0,0.3875585499849193,0.16696483948019228,0.07792387250966022,0.14266983799506675,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8000.0,0.5219883110034551,0.23585252871375084,0.12660701821181558,0.15952876407788866,45.3%,76.1%,49.7%,6.6%,57.3%,59.7%,32.9%,10.3%,22.5%,6.9%,60.4%,42.3%
8500.0,0.39543355119825696,0.14826434277414663,0.0978997821350762,0.14926942628903417,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
9000.0,0.4157699263856377,0.19517332946207683,0.09723053937491305,0.1233660575486478,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%
9500.0,0.2973529769506781,0.12837149546919666,0.14867648847533899,0.020304993006142483,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
10000.0,0.47365792102634197,0.21821015242067873,0.11293531030373127,0.14251245830193196,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
15000.0,0.49190558339494506,0.21908047865494662,0.1729811878748049,0.09984391686519348,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
