fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,7141.0,17.8525,400,3775.0,176,21.448863636363637,52.86374457358913,2114.0,119,17.764705882352942,29.603696961209913,1252.0,105,11.923809523809524,17.532558465200953,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3698.0,234,51.785464220697385,843.0,9,11.805069318022685,716.0,65,10.026606917798627,693.0,69,9.704523176025766,659.0,13,9.228399383839799,532.0,10,7.44993698361574,,,
4500.0,8196.0,21.856,375,3759.0,147,25.571428571428573,45.86383601756955,2735.0,143,19.125874125874127,33.36993655441679,1702.0,85,20.023529411764706,20.766227428013664,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3721.0,221,45.40019521717911,1638.0,17,19.98535871156662,715.0,62,8.723767691556857,651.0,51,7.942898975109809,894.0,12,10.907759882869692,551.0,11,6.722791605661298,26.0,1.0,0.317227916056613
5500.0,7321.0,19.164921465968586,382,3845.0,174,22.097701149425287,52.520147520830484,2277.0,148,15.385135135135135,31.10230842781041,1199.0,60,19.983333333333334,16.377544051359106,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,3300.0,203,45.07580931566726,1301.0,16,17.77079633929791,772.0,68,10.545007512634887,736.0,71,10.053271411009424,624.0,13,8.52342576150799,554.0,10,7.567272230569594,34.0,1.0,0.4644174293129354
6500.0,7533.0,18.239709443099272,413,4170.0,178,23.426966292134832,55.356431700517724,2026.0,119,17.025210084033613,26.894995353776718,1337.0,116,11.525862068965518,17.74857294570556,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3769.0,238,50.03318730917298,791.0,7,10.500464622328423,803.0,72,10.659763706358689,739.0,71,9.8101685915306,763.0,12,10.128766759591132,586.0,10,7.779105270144697,82.0,3.0,1.08854374087349
7000.0,7700.0,20.20997375328084,381,4501.0,182,24.73076923076923,58.45454545454546,2118.0,112,18.910714285714285,27.506493506493506,1081.0,87,12.425287356321839,14.03896103896104,58.7%,45.2%,17.7%,23.3%,65.6%,11.7%,13.0%,16.9%,61.7%,42.0%,36.1%,27.1%,2860.0,197,37.142857142857146,2017.0,22,26.19480519480519,798.0,73,10.363636363636363,758.0,65,9.844155844155845,620.0,13,8.051948051948052,647.0,11,8.402597402597403,,,
7500.0,7657.0,20.203166226912927,379,3853.0,179,21.52513966480447,50.31996865613164,2164.0,100,21.64,28.26172130077054,1640.0,100,16.4,21.41831004309782,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3952.0,215,51.61290322580645,807.0,11,10.539375734621913,765.0,68,9.990858038396238,686.0,62,8.959122371686039,771.0,13,10.069217709285622,676.0,10,8.828522920203735,,,
8000.0,7849.0,18.86778846153846,416,3649.0,169,21.59171597633136,46.489998725952354,2124.0,144,14.75,27.060772072875526,2076.0,103,20.155339805825243,26.449229201172127,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3472.0,224,44.23493438654605,1274.0,15,16.231367053127787,952.0,75,12.128933622117467,873.0,80,11.122435979105619,674.0,11,8.587081156835266,577.0,10,7.351254936934641,27.0,1.0,0.3439928653331635
8500.0,7836.0,20.73015873015873,378,4101.0,142,28.880281690140844,52.33537519142419,2051.0,115,17.83478260869565,26.174068402246043,1684.0,121,13.917355371900827,21.490556406329762,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3624.0,210,46.248085758039814,1377.0,13,17.572741194486984,819.0,66,10.451761102603369,726.0,65,9.264931087289433,727.0,13,9.277692700357324,555.0,10,7.082695252679939,8.0,1.0,0.10209290454313426
9000.0,7315.0,19.35185185185185,378,4220.0,175,24.114285714285714,57.68967874231032,1944.0,114,17.05263157894737,26.575529733424467,1151.0,89,12.932584269662922,15.73479152426521,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3826.0,226,52.30348598769652,963.0,9,13.16473000683527,753.0,61,10.293916609706082,738.0,62,10.088858509911141,427.0,10,5.837320574162679,608.0,10,8.311688311688311,,,
9500.0,7833.0,21.758333333333333,360,4243.0,167,25.407185628742514,54.16826247925444,2347.0,129,18.1937984496124,29.96297714796374,1243.0,64,19.421875,15.868760372781821,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3340.0,187,42.64011234520618,1402.0,14,17.89863398442487,878.0,71,11.20898761649432,813.0,66,10.379165070854079,659.0,12,8.413123962721818,741.0,10,9.459977020298735,,,
10000.0,7542.0,19.093670886075948,395,3915.0,158,24.77848101265823,51.90930787589498,2080.0,160,13.0,27.578891540705385,1547.0,77,20.09090909090909,20.511800583399626,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,3422.0,213,45.372580217448956,1373.0,15,18.20472023335985,906.0,83,12.012728719172634,710.0,61,9.413948554760012,629.0,13,8.33996287456908,502.0,10,6.656059400689472,,,
15000.0,7642.0,20.487935656836463,373,3685.0,155,23.774193548387096,48.22036116199948,2550.0,131,19.46564885496183,33.36822821250981,1407.0,87,16.17241379310345,18.41141062549071,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3700.0,213,48.41664485736718,1340.0,14,17.534676786181628,761.0,65,9.958126144988224,709.0,55,9.277676001046846,655.0,13,8.571054697723108,446.0,11,5.836168542266423,31.0,2.0,0.4056529704265899
