fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,11.7160541905751,3.960601992276203,1.8887004343021587,5.866751763996739,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,26.207100591715978,20.357798165137616,16.379746835443036,22.246498599439775
4500.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
5500.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
6500.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
7000.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
7500.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
8000.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
8500.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
9000.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
9500.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
10000.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
15000.0,0.0,0.0,0.0,0.0,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,0.0,0.0,0.0,0.0
