fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,364,18.167582417582416,6613.0,3078.6091529146956,87.96026151184844,169,114,81
4500.0,380,20.097368421052632,7637.0,4500.0,100.0,150,136,94
5500.0,382,19.75130890052356,7545.0,4197.497093859087,76.31812897925613,184,102,96
6500.0,367,19.42506811989101,7129.0,3573.1338606971035,54.97129016457082,155,123,89
7000.0,365,20.0,7300.0,5726.647235679646,81.80924622399493,170,114,81
7500.0,391,19.465473145780052,7611.0,3576.7073879115783,47.689431838821044,175,125,91
8000.0,381,19.876640419947506,7573.0,6790.409556659545,84.88011945824432,150,136,95
8500.0,400,17.8525,7141.0,3356.5116800642663,39.48837270663842,176,119,105
9000.0,391,18.815856777493607,7357.0,4292.619082797848,47.69576758664276,171,139,81
9500.0,393,19.78117048346056,7774.0,8019.514816113856,84.41594543277743,178,129,86
10000.0,372,20.024193548387096,7449.0,3552.9132727753304,35.52913272775331,180,96,96
15000.0,395,19.093670886075948,7542.0,5714.5965608660335,38.097310405773555,158,160,77
