fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,12.07897661859209,3.00684083358502,2.3422656551369414,6.729870129870129,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,28.308139534883722,27.643564356435643,18.571428571428573,25.301298701298702
4500.0,0.0,0.0,0.0,0.0,32.5%,39.2%,53.9%,26.1%,66.4%,18.8%,17.8%,16.5%,44.4%,76.2%,75.1%,55.8%,0.0,0.0,0.0,0.0
5500.0,0.0,0.0,0.0,0.0,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,0.0,0.0,0.0,0.0
6500.0,0.0,0.0,0.0,0.0,58.6%,46.5%,70.3%,77.7%,37.5%,39.7%,74.8%,50.3%,72.2%,36.5%,60.3%,15.2%,0.0,0.0,0.0,0.0
7000.0,0.0,0.0,0.0,0.0,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,0.0,0.0,0.0,0.0
7500.0,0.0,0.0,0.0,0.0,70.7%,55.3%,63.8%,8.2%,76.8%,51.8%,72.2%,8.3%,3.9%,35.9%,23.9%,78.8%,0.0,0.0,0.0,0.0
8000.0,8.775935458989663,3.394691097016679,0.3659913577834253,5.015253004189558,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,24.206060606060607,20.445378151260503,15.79611650485437,20.811369509043928
8500.0,4.889367118204575,2.0433473810957246,2.109746109746112,0.7362736273627384,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%,25.225165562913908,21.07207207207207,22.445544554455445,23.181818181818183
9000.0,5.97163672138775,0.7022128629129689,1.925745290495641,3.34367856797914,41.6%,73.1%,53.1%,33.1%,11.6%,25.0%,22.3%,71.2%,53.1%,52.9%,51.8%,26.5%,23.180722891566266,24.404255319148938,19.134831460674157,22.478510028653297
9500.0,5.190816558324769,1.8006446365635433,0.2626549518222596,3.1275169699389664,59.8%,75.5%,52.0%,25.8%,27.8%,17.9%,70.5%,71.8%,66.7%,71.3%,77.9%,9.8%,23.44943820224719,21.386138613861387,18.52127659574468,21.648793565683647
10000.0,10.591980413389958,4.2101641186148235,0.18845171431378205,6.193364580461353,72.3%,44.4%,1.0%,47.4%,19.3%,40.4%,68.7%,26.4%,73.4%,44.7%,34.5%,76.4%,26.683098591549296,22.28448275862069,16.27956989247312,22.472934472934472
15000.0,6.756904652836857,0.8731274131274134,1.5397617956940017,4.344015444015442,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,20.502857142857142,21.16949152542373,15.285714285714286,19.62972972972973
