fps_value,total_system_travel_time,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,5046.0,100.0,1000.0,713.6239950223155,71.36239950223155,71.36239950223155,246.6639581731998,24.66639581731998,24.66639581731998,39.71204680448477,3.9712046804484773,3.9712046804484773
1500.0,4480.0,100.0,1500.0,932.1079078525547,62.14052719017032,62.14052719017032,538.4712942920809,35.89808628613873,35.89808628613873,29.420797855364906,1.9613865236909938,1.9613865236909938
2000.0,3993.0,98.73349026395724,1974.6698052791446,1117.5841067628585,56.59599917794225,55.879205338142924,714.8641877436869,36.20170753776385,35.74320938718434,142.22151077259903,7.202293284293888,7.111075538629952
2500.0,3855.0,90.9152030578727,2272.8800764468174,1355.5773291690573,59.641392575723785,54.22309316676229,702.356265016311,30.901598033905124,28.094250600652437,214.9464822614497,9.457009390371114,8.597859290457988
3000.0,3641.0,86.52575369632189,2595.7726108896563,2161.288625234885,83.26186262109225,72.04295417449616,298.9618827094189,11.517260081072928,9.965396090313963,135.52210294535357,5.220877297834871,4.517403431511786
3500.0,3875.0,50.40615899018276,1764.2155646563965,1010.8382452518667,57.29675361121419,28.881092721481906,608.481769766872,34.4902166128084,17.385193421910632,144.8955496376582,8.21302977597743,4.139872846790235
4000.0,3842.0,42.296659623395335,1691.8663849358134,1013.7110775639627,59.91673376750855,25.342776939099064,631.8106176444685,37.34400206009403,15.795265441111711,46.34468972738117,2.739264172397362,1.1586172431845292
4500.0,3807.0,61.47537210829448,2766.391744873252,1472.7371922507991,53.236754880436344,32.72749316112887,1072.3586842884654,38.763804377156205,23.83019298418812,221.29586833398614,7.999440742407408,4.917685962977469
5000.0,3807.0,41.95509428415388,2097.7547142076937,1184.7424519254923,56.47669119280043,23.694849038509847,734.3130481883832,35.00471447948707,14.686260963767664,178.69921409381968,8.518594327712572,3.573984281876393
6000.0,3774.0,33.927945008608035,2035.676700516482,1200.5599390318123,58.97596306560919,20.009332317196872,792.5898091342043,38.934955090516695,13.209830152236737,42.526952350465635,2.089081843874123,0.7087825391744272
7000.0,3997.0,35.11526719906556,2458.0687039345894,1510.1843338433591,61.437840668408995,21.574061912047988,879.1488066819987,35.76583540056305,12.559268666885695,68.7355634092305,2.7963239310279095,0.9819366201318642
8000.0,3829.0,30.68381621838674,2454.705297470939,1436.2680616703904,58.51081444074629,17.95335077087988,972.1157147883481,39.602135367936434,12.151446434854352,46.32152101219995,1.887050191317247,0.5790190126524994
