fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,379,21.30079155672823,8073.0,2304.323699457133,65.83781998448951,160,130,89
4500.0,393,20.36386768447837,8003.0,4321.326819371022,96.0294848749116,182,128,83
5500.0,384,19.0234375,7305.0,3984.962179506655,72.45385780921191,157,134,93
6500.0,391,22.053708439897697,8623.0,6500.0,100.0,157,118,116
7000.0,368,20.358695652173914,7492.0,4140.587012962667,59.15124304232382,153,118,97
7500.0,387,19.09560723514212,7390.0,5029.630126773878,67.06173502365172,146,138,103
8000.0,393,20.25699745547074,7961.0,7787.190987496365,97.33988734370456,158,156,79
8500.0,368,20.80163043478261,7655.0,2965.8877770389017,34.89279737692825,155,100,113
9000.0,413,18.89588377723971,7804.0,8062.286068005269,89.58095631116966,124,169,120
9500.0,364,18.167582417582416,6613.0,3078.6091529146956,32.406412135944166,169,114,81
10000.0,376,19.18882978723404,7215.0,5354.213718288944,53.54213718288944,166,113,97
15000.0,391,18.815856777493607,7357.0,4292.619082797848,28.61746055198565,171,139,81
