fps_value,total_system_travel_time,avg_trip_time,total_trips,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,low_trip_count,low_avg_trip_time,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,middle_trip_count,middle_avg_trip_time,high_amount,high_percentage_of_used,high_percentage_of_total_fps,high_trip_count,high_avg_trip_time
3500.0,8073.0,21.30079155672823,379,65.83781998448951,2304.323699457133,985.8520203834191,42.78270542526956,28.167200582383405,160,31.3,441.13942452702855,19.14398678583894,12.603983557915102,130,15.384615384615385,877.3322545466845,38.073307788891455,25.066635844190984,89,11.96629213483146
4500.0,8003.0,20.36386768447837,393,96.0294848749116,4321.326819371022,1633.07994882447,37.79116963576868,36.290665529432665,182,26.28021978021978,1456.8110816068813,33.712124597392126,32.373579591264026,128,14.78125,1231.4357889396665,28.4967057668391,27.36523975421481,83,16.0
5500.0,7305.0,19.0234375,384,72.45385780921191,3984.962179506655,1206.2111835907376,30.269074818172264,21.931112428922503,157,27.56687898089172,1391.1249292584687,34.9093634166107,25.29318053197216,134,14.649253731343284,1387.6260666574483,34.82156176521703,25.229564848317242,93,10.903225806451612
6500.0,8623.0,22.053708439897697,391,100.0,6500.0,1744.590653108799,26.83985620167383,26.83985620167383,157,26.738853503184714,1721.0301048476292,26.477386228425065,26.477386228425065,118,20.73728813559322,3034.379242043573,46.68275756990112,46.68275756990112,116,17.051724137931036
7000.0,7492.0,20.358695652173914,368,59.15124304232382,4140.587012962667,1498.5805357468769,36.19246573143779,21.40829336781253,153,27.535947712418302,1196.5942670708148,28.899145539623117,17.094203815297355,118,17.64406779661017,1445.4122101449736,34.908388728939045,20.64874585921391,97,12.34020618556701
7500.0,7390.0,19.09560723514212,387,67.06173502365172,5029.630126773878,1203.2879024188853,23.923983913121305,16.04383869891847,146,28.664383561643834,3288.3542144174676,65.37964286703314,43.844722858899566,138,13.094202898550725,537.988009937523,10.696373219845512,7.1731734658336395,103,13.572815533980583
8000.0,7961.0,20.25699745547074,393,97.33988734370456,7787.190987496365,1412.7490112721055,18.141959193507773,17.659362640901318,158,27.632911392405063,5744.577253355889,73.76956931684053,71.80721566694862,156,14.294871794871796,629.8647228683686,8.08847148965168,7.873309035854607,79,17.27848101265823
8500.0,7655.0,20.80163043478261,368,34.89279737692825,2965.8877770389017,1237.837836847549,41.735828524280436,14.5627980805594,155,26.825806451612902,721.7956457611876,24.336579804169723,8.491713479543384,100,15.98,1006.254294430163,33.92759167154977,11.838285816825447,113,16.805309734513273
9000.0,7804.0,18.89588377723971,413,89.58095631116966,8062.286068005269,1125.6174723781567,13.961517401932767,12.506860804201741,124,31.983870967741936,5807.563095004876,72.03370168235365,64.52847883338751,169,12.159763313609467,1129.1055006222311,14.00478091571351,12.545616673580346,120,14.858333333333333
9500.0,6613.0,18.167582417582416,364,32.406412135944166,3078.6091529146956,1873.284431163553,60.848400628901125,19.718783485932136,169,22.70414201183432,806.6225743888009,26.20087625040435,8.490763940934746,114,15.894736842105264,398.7021473623411,12.95072312069452,4.196864709077275,81,11.901234567901234
10000.0,7215.0,19.18882978723404,376,53.54213718288944,5354.213718288944,2012.8917492793767,37.59453498099513,20.128917492793764,166,23.234939759036145,966.1696387785134,18.04503311995686,9.661696387785135,113,16.02654867256637,2375.1523302310593,44.36043189904812,23.75152330231059,97,15.948453608247423
15000.0,7357.0,18.815856777493607,391,28.61746055198565,4292.619082797848,1523.4800032593037,35.49068701121107,10.156533355062024,171,24.748538011695906,1457.9865827330282,33.96496531862641,9.71991055155352,139,14.446043165467627,1311.152496805517,30.54434767016254,8.741016645370115,81,13.790123456790123
