fps_value,total_system_travel_time,avg_trip_time,total_trips,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,low_trip_count,low_avg_trip_time,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,middle_trip_count,middle_avg_trip_time,high_amount,high_percentage_of_used,high_percentage_of_total_fps,high_trip_count,high_avg_trip_time
3500.0,7381.0,20.38950276243094,362,97.07255326994901,3397.5393644482156,2081.0671253011574,61.252185834177595,59.459060722890214,162,25.77777777777778,711.0051141765019,20.92706037835633,20.31443183361434,95,17.74736842105263,605.4671249705559,17.820753787466067,17.299060713444455,105,14.466666666666667
4500.0,7562.0,19.79581151832461,382,89.55942185344186,4030.173983404884,1579.5599334193969,39.19334351131186,35.10133185376437,150,28.14,1190.3488515204488,29.53591721900763,26.452196700454415,129,15.945736434108527,1260.2651984650388,31.27073926968052,28.005893299223082,103,12.466019417475728
5500.0,6786.0,17.625974025974028,385,76.58455961536863,4212.1507788452745,1978.381717740658,46.96844490175194,35.97057668619378,163,18.36196319018405,1598.6631383067138,37.95360665472127,29.066602514667522,108,19.39814814814815,635.1059227979097,15.077948443526957,11.547380414507447,114,14.894736842105264
6500.0,8075.0,20.599489795918366,392,97.46034745122475,6334.922584329609,1036.7559572954115,16.36572418201265,15.950091650698639,152,29.81578947368421,3377.7875835012583,53.320108312873906,51.96596282309628,137,14.693430656934307,1920.3790435329379,30.314167505113428,29.544292977429816,103,14.854368932038835
7000.0,7484.0,20.846796657381617,359,84.7727178830058,5934.090251810406,1388.323735935146,23.39573004491444,19.83319622764494,141,26.74468085106383,947.239409852163,15.962672788186428,13.531991569316615,93,23.462365591397848,3598.5271060230953,60.64159716689911,51.40753008604422,125,12.248
7500.0,7346.0,18.835897435897436,390,100.0,7500.0,2366.735130488243,31.556468406509907,31.556468406509907,142,28.0,3361.8804371621763,44.82507249549568,44.82507249549568,145,14.517241379310345,1771.3844323495794,23.61845909799439,23.61845909799439,103,12.281553398058252
8000.0,7642.0,20.487935656836463,373,41.59745714182809,3327.7965713462468,1696.083858851865,50.96717369853293,21.20104823564831,155,23.774193548387096,1034.3389459747473,31.08179613143569,12.92923682468434,131,19.46564885496183,597.3737665196327,17.951030170031324,7.467172081495408,87,16.17241379310345
8500.0,7399.0,19.522427440633244,379,39.53673321010896,3360.6223228592617,1744.023178913014,51.89583985829077,20.51791975191781,153,24.065359477124183,1068.2707489278812,31.787884692112094,12.567891163857425,133,17.593984962406015,548.3283950183677,16.316275449597164,6.450922294333737,93,14.806451612903226
9000.0,7642.0,20.487935656836463,373,65.96507371113087,5936.856634001779,1801.0974826287843,30.33756065985279,20.012194251430937,132,28.992424242424242,1000.1857298553427,16.847058831217907,11.113174776170474,122,19.5327868852459,3135.5734215176576,52.8153805089294,34.839704683529526,119,12.033613445378151
9500.0,6895.0,17.411616161616163,396,33.232124411946344,3157.051819134903,1536.5117180774666,48.66919537920358,16.173807558710177,166,18.728915662650603,976.3462518747979,30.92588616877175,10.277328967103136,117,18.854700854700855,644.1938491826389,20.40491845202469,6.780987886133041,113,13.982300884955752
10000.0,7149.0,17.394160583941606,411,58.26283211762778,5826.283211762779,3031.223610781914,52.02671241010267,30.31223610781914,154,15.714285714285714,839.3266012711669,14.405866841087242,8.393266012711669,135,24.14074074074074,1955.7329997096965,33.567420748810065,19.557329997096964,122,12.049180327868852
15000.0,7065.0,17.751256281407034,398,22.93651862732936,3440.4777940994036,2000.2181868347648,58.137802553623274,13.334787912231766,192,18.614583333333332,790.9702561573181,22.990128217478187,5.273135041048787,96,20.135416666666668,649.2893511073203,18.872069228898525,4.328595674048802,110,14.163636363636364
