fps_value,total_system_travel_time,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,4893.0,100.0,1000.0,605.3403446400215,60.534034464002154,60.534034464002154,315.77960335228215,31.577960335228216,31.577960335228216,78.8800520076964,7.888005200769641,7.888005200769641
1500.0,4648.0,100.0,1500.0,942.561180648037,62.83741204320247,62.83741204320247,533.9421991306892,35.596146608712615,35.596146608712615,23.496620221273396,1.566441348084893,1.566441348084893
2000.0,3987.0,84.19396280113182,1683.8792560226364,733.7701780671673,43.5761753963494,36.68850890335836,925.4444561902052,54.9590745821127,46.27222280951026,24.664621765264247,1.4647500215379268,1.2332310882632123
2500.0,3966.0,69.09297610023233,1727.3244025058084,1158.0309512006502,67.0418914664037,46.32123804802601,493.71983948973053,28.58292505874966,19.748793579589222,75.57361181542812,4.375183474846671,3.022944472617125
3000.0,3711.0,85.53455200548538,2566.0365601645617,1693.7234672618779,66.00543006890199,56.457448908729255,788.7551120831696,30.738264774862994,26.29183706943899,83.5579808195141,3.25630515623501,2.7852660273171366
3500.0,3759.0,70.78209685514594,2477.373389930108,1891.241610862307,76.34059599371345,54.03547459606591,469.60678362112475,18.95583384926781,13.41733667488928,116.52499544667565,4.703570157018723,3.3292855841907323
4000.0,3801.0,59.16185953140547,2366.4743812562187,1297.603812909399,54.83278514177615,32.440095322734976,685.7649653212334,28.978338863622184,17.144124133030832,383.10560302558565,16.18887599460164,9.577640075639641
4500.0,3790.0,64.711746294336,2912.0285832451195,1589.6879350981753,54.590395995586405,35.326398557737235,1039.4676314851997,35.69565345154796,23.099280699671105,282.8730166617458,9.713950552865676,6.286067036927684
5000.0,3961.0,51.75720269429769,2587.8601347148847,1544.1424064459586,59.66869637705838,30.88284812891917,910.9850282411022,35.20225131260694,18.219700564822045,132.73270002782536,5.1290523103347345,2.654654000556507
6000.0,3582.0,24.647599835490418,1478.855990129425,848.4644815559839,57.37302936993404,14.14107469259973,598.9722892694517,40.50240816328786,9.982871487824195,31.41921930398941,2.1245624667781002,0.5236536550664902
7000.0,4106.0,30.420690084309665,2129.4483059016766,1278.048736402238,60.017833391878064,18.257839091460546,705.4325718668086,33.12748047988448,10.077608169525838,145.96699763262956,6.854686128237447,2.0852428233232794
8000.0,3888.0,27.600127104259144,2208.0101683407315,1168.4050069892387,52.91664973931112,14.605062587365483,911.4174471275057,41.27777399740939,11.39271808909382,128.1877142239885,5.805576263279558,1.6023464277998563
