fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,364,20.63736263736264,7512.0,3377.583078571702,96.50237367347721,156,106,102
4500.0,387,19.906976744186046,7704.0,3644.305400231912,80.98456444959804,134,125,128
5500.0,403,18.71712158808933,7543.0,4592.562532600167,83.50113695636668,176,120,107
6500.0,389,18.6426735218509,7252.0,4612.891775953916,70.96756578390641,211,99,79
7000.0,388,20.561855670103093,7978.0,2662.103633055778,38.03005190079683,136,132,120
7500.0,403,17.84863523573201,7193.0,5307.036634145336,70.76048845527116,194,116,93
8000.0,379,18.862796833773086,7149.0,3676.956759297551,45.96195949121938,154,107,118
8500.0,384,19.0234375,7305.0,3984.962179506655,46.88190799419594,157,134,93
9000.0,380,21.07894736842105,8010.0,3403.8543434716944,37.82060381635216,162,113,105
9500.0,393,20.567430025445294,8083.0,7729.734040901773,81.36562148317657,156,119,118
10000.0,355,21.68169014084507,7697.0,3972.5215256917936,39.725215256917934,163,121,71
15000.0,381,20.761154855643046,7910.0,4194.383520839158,27.962556805594392,166,99,116
