fps_value,total_system_travel_time,avg_trip_time,total_trips,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,low_trip_count,low_avg_trip_time,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,middle_trip_count,middle_avg_trip_time,high_amount,high_percentage_of_used,high_percentage_of_total_fps,high_trip_count,high_avg_trip_time
3500.0,7512.0,20.63736263736264,364,96.50237367347721,3377.583078571702,2010.5663649156834,59.526777525362995,57.44475328330524,156,27.576923076923077,745.4292998250074,22.069902722873405,21.29797999500021,106,16.735849056603772,621.5874138310122,18.403319751763632,17.75964039517178,102,14.07843137254902
4500.0,7704.0,19.906976744186046,387,80.98456444959804,3644.305400231912,634.8710698727516,17.420907419898192,14.108245997172258,134,32.02238805970149,2079.7725314876684,57.06910653962532,46.21716736639263,125,13.88,929.6617988714911,25.50998604047648,20.659151086033138,128,13.109375
5500.0,7543.0,18.71712158808933,403,83.50113695636668,4592.562532600167,2410.0705228715797,52.47768551356169,43.81946405221054,176,20.46590909090909,1525.8562769960226,33.22450736739626,27.742841399927688,120,17.6,656.6357327325676,14.297807119042115,11.938831504228501,107,17.093457943925234
6500.0,7252.0,18.6426735218509,389,70.96756578390641,4612.891775953916,3817.699046665008,82.76151342994672,58.73383148715398,211,20.924170616113745,330.29792691044713,7.160322482140688,5.081506567853033,99,16.21212121212121,464.89480237846305,10.078164087912638,7.152227728899431,79,15.594936708860759
7000.0,7978.0,20.561855670103093,388,38.03005190079683,2662.103633055778,862.5457252749359,32.40090710836963,12.32208178964194,136,27.625,428.1147942897657,16.0818229979402,6.115925632710939,132,19.575757575757574,1371.443113491078,51.51726989369022,19.592044478443974,120,13.641666666666667
7500.0,7193.0,17.84863523573201,403,70.76048845527116,5307.036634145336,2517.4766659035317,47.43657976103183,33.566355545380425,194,20.22680412371134,812.448882528111,15.308899081284569,10.83265176704148,116,19.370689655172413,1977.111085713694,37.2545211576836,26.361481142849254,93,10.989247311827956
8000.0,7149.0,18.862796833773086,379,45.96195949121938,3676.956759297551,2139.0099319349542,58.17337738678201,26.737624149186928,154,22.88961038961039,855.5966714143733,23.269152383990157,10.694958392679666,107,17.42056074766355,682.3501559482253,18.55747022922788,8.529376949352816,118,14.915254237288135
8500.0,7305.0,19.0234375,384,46.88190799419594,3984.962179506655,1206.2111835907376,30.269074818172264,14.190719806949852,157,27.56687898089172,1391.1249292584687,34.9093634166107,16.366175638334926,134,14.649253731343284,1387.6260666574483,34.82156176521703,16.325012548911154,93,10.903225806451612
9000.0,8010.0,21.07894736842105,380,37.82060381635216,3403.8543434716944,1846.0350660213476,54.23366806402533,20.51150073357053,162,27.030864197530864,991.8650521352079,29.139468145501624,11.020722801502309,113,20.424778761061948,565.9542253151396,16.62686379047306,6.28838028127933,105,12.6
9500.0,8083.0,20.567430025445294,393,81.36562148317657,7729.734040901773,1838.7635215775317,23.788186137423896,19.355405490289808,156,24.96794871794872,2189.205342028486,28.321871495763478,23.04426675819459,119,18.69747899159664,3701.765177295755,47.88994236681262,38.96594923469216,118,16.635593220338983
10000.0,7697.0,21.68169014084507,355,39.725215256917934,3972.5215256917936,1463.9800177409106,36.85266419005662,14.639800177409107,163,26.94478527607362,1570.7728445964606,39.54095237590736,15.707728445964605,121,18.40495867768595,937.7686633544205,23.60638343403597,9.377686633544204,71,15.183098591549296
15000.0,7910.0,20.761154855643046,381,27.962556805594392,4194.383520839158,3015.120903040814,71.88472127216416,20.100806020272096,166,22.253012048192772,888.2433197760483,21.176969520382343,5.921622131840322,99,23.404040404040405,291.019298022294,6.938309207453461,1.94012865348196,116,16.370689655172413
