,Income_Level,Mean_SDI,Max_SDI,Min_SDI,Std_SDI
0,low,0.361181296350351,0.44705589609392626,0.26928389648409834,0.03648570463724574
1,middle,0.3871486146610809,0.46406719976455013,0.23085872316148373,0.03742268716830507
2,high,0.11811899052709786,0.25536264784580187,-0.027497015101856502,0.05376472132216414
