fps_value,allocation_key,n,mean,std,ci95_halfwidth
4500.0,low_public,30,0.4037186216880396,0.2584393831106071,0.09650285163347834
5500.0,low_public,30,0.41013705114607985,0.25623978721521057,0.09568150902774934
6500.0,low_public,30,0.3766734286589479,0.1733752422386718,0.06473937941384217
7000.0,low_public,30,0.4258095152354759,0.18606361257000834,0.06947729476102264
7500.0,low_public,30,0.379456657055873,0.14072311205159024,0.05254687362376153
8000.0,low_public,30,0.37870692960727453,0.17807984658814668,0.06649610754895495
8500.0,low_public,30,0.37715470312139876,0.14693014919641012,0.054864619384722736
9000.0,low_public,30,0.3888961564761927,0.1844370648190126,0.06886993184907075
9500.0,low_public,30,0.39759747046839317,0.15788149798993323,0.058953920230002684
10000.0,low_public,30,0.386674972379328,0.1862418652429914,0.06954385540300806
15000.0,low_public,30,0.35807860037586575,0.17544846333613007,0.06551353289448947
3500.0,middle_MaaS_Bundle,30,0.36113776461070757,0.2636237546981026,0.0984387277994835
4500.0,middle_MaaS_Bundle,30,0.37464829591967325,0.26842055266691167,0.10022988159782557
5500.0,middle_MaaS_Bundle,30,0.3912090729264009,0.2696485982874218,0.10068844136874297
6500.0,middle_MaaS_Bundle,30,0.2639781186944889,0.231726492463888,0.08652809433544537
7000.0,middle_MaaS_Bundle,30,0.23549274964098152,0.23139792060274306,0.08640540358612782
7500.0,middle_MaaS_Bundle,30,0.17665734250392087,0.19627153741535028,0.0732889965418388
8000.0,middle_MaaS_Bundle,30,0.2085221447838857,0.20321155046294961,0.07588044000299368
8500.0,middle_MaaS_Bundle,30,0.2103721101007848,0.21990619425374694,0.08211432244546792
9000.0,middle_MaaS_Bundle,30,0.19928029809792325,0.20078402713141677,0.07497398789387585
9500.0,middle_MaaS_Bundle,30,0.21759954862948214,0.22568672883637522,0.08427280953236374
10000.0,middle_MaaS_Bundle,30,0.19803430439951508,0.20127202265805097,0.07515620841823156
15000.0,middle_MaaS_Bundle,30,0.1782392973198925,0.17045816776453435,0.06365012590381884
3500.0,middle_bike,30,0.3950102597609377,0.19913759188460325,0.07435919886894085
4500.0,middle_bike,30,0.5100498364063016,0.19393900773267955,0.07241801564415914
5500.0,middle_bike,30,0.4979503959157956,0.2277824057624894,0.08505534815723712
6500.0,middle_bike,30,0.5761251873045447,0.20851290958187996,0.0778600000311608
7000.0,middle_bike,30,0.546032932857915,0.2352077428597805,0.0878280145968632
7500.0,middle_bike,30,0.5801109413133426,0.2273584577761113,0.08489704337745729
8000.0,middle_bike,30,0.5610836863179796,0.24070561792838965,0.08988095488661121
8500.0,middle_bike,30,0.6151098471679397,0.22352193548564292,0.08346446241038717
9000.0,middle_bike,30,0.6194057815389986,0.20796263682689733,0.07765452480755948
9500.0,middle_bike,30,0.6429020939446256,0.2194870013068474,0.08195779322660991
10000.0,middle_bike,30,0.6075454822679764,0.20861985464676916,0.0778999339746864
15000.0,middle_bike,30,0.592461477767921,0.20248312619534758,0.07560844191130756
3500.0,middle_car,30,0.357487662214732,0.1486721928600976,0.05551510917924421
4500.0,middle_car,30,0.38726512866373014,0.16742480223081968,0.06251744859849928
5500.0,middle_car,30,0.48115255640840143,0.1730882195527047,0.06463220338151328
6500.0,middle_car,30,0.5611572784050671,0.17416118583516743,0.06503285557591938
7000.0,middle_car,30,0.5754231879076233,0.15705696155976961,0.05864603326699897
7500.0,middle_car,30,0.5874530095553653,0.16795938562708762,0.06271706531927472
8000.0,middle_car,30,0.5858408863840114,0.1617267271178229,0.06038975238359768
8500.0,middle_car,30,0.5853417016078095,0.15460640480467908,0.05773098033617415
9000.0,middle_car,30,0.577569881930316,0.16509788014872945,0.061648561613288855
9500.0,middle_car,30,0.5745892641000123,0.16633224234677332,0.06210948003302065
10000.0,middle_car,30,0.5632923983611409,0.16989018052354699,0.06343803598243386
15000.0,middle_car,30,0.5666910679470407,0.1761478133539141,0.0657746744828719
3500.0,middle_public,30,0.2969873974819289,0.17978696784352188,0.06713355710190225
4500.0,middle_public,30,0.32377105674606327,0.1873501711173453,0.06995770361789685
5500.0,middle_public,30,0.4241052636129441,0.19309929626785555,0.07210446223008772
6500.0,middle_public,30,0.4586024304395632,0.18489848898348668,0.06904223046373385
7000.0,middle_public,30,0.4216777618751664,0.1997983350115382,0.0746059244073591
7500.0,middle_public,30,0.4988910572583229,0.1963443724360083,0.07331619358552341
8000.0,middle_public,30,0.4320096950823989,0.20070497082965125,0.0749444677856472
8500.0,middle_public,30,0.40807795808143255,0.18778001015933046,0.07011820815399233
9000.0,middle_public,30,0.3878503345508177,0.18359481703077327,0.06855543135627125
9500.0,middle_public,30,0.4001799171508098,0.14443075282455528,0.05393132944128121
10000.0,middle_public,30,0.3824991174649623,0.18310401248895483,0.06837216192840749
15000.0,middle_public,30,0.39661997279177413,0.18639145947926908,0.0695997148088578
