fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
3500.0,100.0,3500.0,2602.334875867676,74.35242502479075,74.35242502479075,713.8636817513038,20.396105192894396,20.396105192894396,183.80144238101738,5.251469782314782,5.251469782314782
4500.0,74.65831090047136,3359.623990521211,1725.551464081568,51.36144607104875,38.34558809070151,1013.8271577645793,30.17680432765616,22.52949239476843,620.2453686750632,18.46174960129507,13.783230415001405
5500.0,66.7165020746096,3669.407614103528,2106.5369244247995,57.4080926939878,38.300671353178174,1003.9181667836684,27.35913456234912,18.253057577884878,558.9525228950615,15.232772743663123,10.162773143546573
6500.0,51.95321638342435,3376.9590649225825,2368.4692319377377,70.13615464101089,36.4379881836575,759.8640275510317,22.501428443239117,11.69021580847741,248.62580543381046,7.362416915749918,3.8250123912893916
7000.0,95.66765389692446,6696.735772784713,2902.3181423953474,43.339296052119316,41.46168774850496,2462.895564821769,36.77755324961283,35.1842223545967,1331.5220655675948,19.883150698267823,19.021743793822786
7500.0,91.0081599114063,6825.611993355472,2446.790792963829,35.847200153564344,32.623877239517725,3359.199514602164,49.21462746303546,44.78932686136219,1019.6216857894718,14.938172383400094,13.59495581052629
8000.0,100.0,8000.0,2379.2319741615615,29.740399677019518,29.740399677019518,4015.174072732755,50.18967590915943,50.18967590915943,1605.5939531056827,20.069924413821035,20.069924413821035
8500.0,92.59124669075027,7870.255968713774,3073.514555792484,39.052282009765236,36.158994774029225,3743.0703805420085,47.55970320942095,44.03612212402363,1053.6710323792784,13.388014780813776,12.396129792697392
9000.0,81.80574634363649,7362.517170927284,3153.9369448310313,42.837753333671394,35.043743831455906,2907.308970952915,39.487975422769026,32.303433010587945,1301.2712551433365,17.67427124355957,14.458569501592628
9500.0,52.98659128603782,5033.726172173593,2126.833170058452,42.251666008683046,22.387717579562654,2084.151911548318,41.4037601621935,21.93844117419282,822.7410905668237,16.34457382912347,8.660432532282353
10000.0,75.71942922672011,7571.94292267201,2877.885017724264,38.007220169439776,28.77885017724264,3486.5185835733296,46.04523065188395,34.8651858357333,1207.5393213744144,15.947549178676246,12.075393213744144
15000.0,30.77781332835151,4616.671999252727,2175.539249520246,47.12353942130581,14.503594996801638,2076.106835597772,44.96977121038312,13.840712237318478,365.025914134708,7.906689368311037,2.4335060942313866
