fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,8261.0,22.44836956521739,368,4900.0,151,32.450331125827816,59.31485292337489,1356.0,96,14.125,16.414477666142112,2005.0,121,16.570247933884296,24.27066941048299,28.2%,44.4%,75.7%,68.8%,11.3%,50.3%,35.2%,6.4%,36.0%,9.0%,68.9%,57.0%,3302.0,198,39.97094782713957,2743.0,31,33.204212565064765,713.0,63,8.630916353952307,622.0,58,7.529354799661057,569.0,9,6.887785982326595,194.0,6,2.3483839728846387,118.0,3.0,1.4283984989710687
4500.0,8135.0,21.92722371967655,371,5071.0,170,29.82941176470588,62.33558696988322,2117.0,130,16.284615384615385,26.023355869698833,947.0,71,13.338028169014084,11.641057160417947,51.8%,37.9%,41.5%,58.3%,54.5%,42.8%,3.4%,20.5%,56.5%,62.4%,37.0%,75.6%,3053.0,194,37.52919483712354,2365.0,27,29.071911493546406,746.0,63,9.170251997541486,671.0,64,8.248309772587586,624.0,10,7.670559311616472,676.0,13,8.309772587584511,,,
5500.0,6613.0,18.167582417582416,364,3837.0,169,22.70414201183432,58.02207772569182,1812.0,114,15.894736842105264,27.400574625737185,964.0,81,11.901234567901234,14.577347648570996,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3568.0,224,53.95433237562377,757.0,8,11.447149553908966,567.0,55,8.574020867987297,635.0,53,9.602298502948738,568.0,10,8.589142597913202,466.0,11,7.046726145471043,52.0,3.0,0.7863299561469831
6500.0,7493.0,19.615183246073297,382,3871.0,153,25.30065359477124,51.66155078072868,2326.0,136,17.102941176470587,31.042306152408916,1296.0,93,13.935483870967742,17.296143066862406,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,3385.0,200,45.17549713065528,1561.0,18,20.832777258774858,831.0,76,11.09035099426131,758.0,68,10.116108367809955,457.0,11,6.099025757373549,501.0,9,6.686240491125051,,,
7000.0,6732.0,17.440414507772022,386,3781.0,169,22.37278106508876,56.164587046939985,1918.0,108,17.75925925925926,28.49079025549614,1033.0,109,9.477064220183486,15.344622697563873,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3352.0,226,49.79203802733215,434.0,7,6.446821152703505,762.0,67,11.319073083778965,742.0,61,11.021984551396317,640.0,10,9.506833036244801,688.0,12,10.219845513963161,114.0,3.0,1.6934046345811051
7500.0,7545.0,19.75130890052356,382,4787.0,184,26.016304347826086,63.44599072233267,1490.0,102,14.607843137254902,19.748177601060306,1268.0,96,13.208333333333334,16.805831676607024,58.6%,46.5%,70.3%,77.7%,37.5%,39.7%,74.8%,50.3%,72.2%,36.5%,60.3%,15.2%,3377.0,220,44.75811795891318,1583.0,15,20.98078197481776,788.0,62,10.444002650762094,743.0,62,9.847581179589133,504.0,13,6.679920477137177,550.0,10,7.289595758780649,,,
8000.0,7910.0,20.761154855643046,381,3694.0,166,22.253012048192772,46.70037926675094,2317.0,99,23.404040404040405,29.292035398230087,1899.0,116,16.370689655172413,24.007585335018963,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,2584.0,194,32.66750948166877,2416.0,24,30.54361567635904,875.0,72,11.061946902654867,798.0,67,10.08849557522124,574.0,12,7.256637168141593,663.0,12,8.381795195954487,,,
8500.0,7129.0,19.42506811989101,367,3788.0,155,24.438709677419354,53.135082059194836,1950.0,123,15.853658536585366,27.353064945995232,1391.0,89,15.629213483146067,19.51185299480993,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3806.0,215,53.38757188946557,759.0,12,10.646654509748913,684.0,59,9.594613550287558,689.0,57,9.66474961425165,533.0,10,7.476504418572031,623.0,12,8.738953569925656,35.0,2.0,0.49095244774863234
9000.0,7300.0,20.0,365,4271.0,170,25.123529411764707,58.506849315068486,1794.0,114,15.736842105263158,24.575342465753426,1235.0,81,15.246913580246913,16.91780821917808,19.1%,47.6%,66.4%,54.1%,14.7%,67.0%,54.0%,66.0%,31.9%,56.2%,19.3%,49.9%,3084.0,189,42.24657534246575,1949.0,26,26.698630136986303,856.0,78,11.726027397260275,679.0,60,9.301369863013699,640.0,9,8.767123287671232,92.0,3,1.2602739726027399,,,
9500.0,7611.0,19.465473145780052,391,3997.0,175,22.84,52.516095125476284,2220.0,125,17.76,29.168309026409144,1394.0,91,15.31868131868132,18.315595848114572,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3818.0,230,50.164235974247795,1051.0,13,13.808960714754958,723.0,68,9.499408750492707,696.0,56,9.144659046117463,681.0,10,8.947575877020103,591.0,12,7.765076862435947,51.0,2.0,0.6700827749310209
10000.0,7573.0,19.876640419947506,381,4009.0,150,26.726666666666667,52.93806945728245,2293.0,136,16.860294117647058,30.278621418196224,1271.0,95,13.378947368421052,16.783309124521324,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,3212.0,194,42.413838637263964,1641.0,19,21.669087547867424,903.0,83,11.923940314274397,754.0,63,9.956424138386373,541.0,10,7.14380034332497,522.0,12,6.8929090188828726,,,
15000.0,7849.0,18.86778846153846,416,3649.0,169,21.59171597633136,46.489998725952354,2124.0,144,14.75,27.060772072875526,2076.0,103,20.155339805825243,26.449229201172127,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3472.0,224,44.23493438654605,1274.0,15,16.231367053127787,952.0,75,12.128933622117467,873.0,80,11.122435979105619,577.0,10,7.351254936934641,674.0,11,8.587081156835266,27.0,1.0,0.3439928653331635
