fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,8.075669729716374,2.125680697033765,1.1074966297403463,4.842492402942263,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,23.401162790697676,22.382978723404257,16.432989690721648,21.27548209366391
4500.0,11.232015636405016,3.7992199374802844,0.08658097265433184,7.3462147262704,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,27.672316384180792,23.95967741935484,16.526881720430108,23.873096446700508
5500.0,9.18189312451823,3.1918424093601026,2.4153132807995377,3.574737434358589,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,26.86335403726708,21.25619834710744,20.096774193548388,23.671511627906977
6500.0,9.866888888888887,4.711111111111109,0.3388888888888886,4.81688888888889,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,25.4,20.35,15.872,20.68888888888889
7000.0,7.846713058284902,2.074670523947283,0.37978142076502763,5.392261113572591,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,29.358823529411765,27.66393442622951,21.89189189189189,27.284153005464482
7500.0,1.2380300183262243,0.4212353801169577,0.3664269911504441,0.4503676470588225,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,25.327485380116958,24.539823008849556,24.455882352941178,24.90625
8000.0,9.769354971409765,2.9843987823439875,0.9487844008391946,5.836171788226583,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,22.86111111111111,18.92792792792793,14.04054054054054,19.876712328767123
8500.0,6.383636050455127,0.3480404168528466,2.467269926838661,3.56832570676362,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,24.62566844919786,26.744897959183675,20.709302325581394,24.277628032345014
9000.0,4.162508997773571,1.7709677419354826,2.3009441384736427,0.09059711736444598,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%,22.75483870967742,18.682926829268293,21.074468085106382,20.983870967741936
9500.0,7.28259209499933,2.5175784398493484,1.912105136243067,2.852908518906915,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,26.475138121546962,22.045454545454547,21.1046511627907,23.957559681697614
10000.0,9.2443179634996,3.4014143653833244,1.6826648469684322,4.160238751147844,22.2%,68.1%,35.3%,19.6%,78.5%,43.2%,62.6%,40.3%,16.7%,36.3%,65.3%,78.1%,26.50609756097561,21.422018348623855,18.944444444444443,23.104683195592287
15000.0,6.523268278084856,0.09214092140921437,2.9598772093915606,3.4712501472840813,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,23.48780487804878,26.539823008849556,20.108695652173914,23.579945799457995
