,Income_Level,Mean_SDI,Max_SDI,Min_SDI,Std_SDI
0,low,0.35224057281567134,0.4368273212663656,0.2512770917711612,0.03920727770772088
1,middle,0.2988237463651222,0.3942521689395535,0.22185813990888859,0.03762466712957187
2,high,0.22840853131164654,0.33913663636144675,0.12012384214464947,0.04561438811480956
