fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,389,19.44987146529563,7566.0,3466.1944695335737,99.03412770095925,158,145,86
4500.0,379,20.203166226912927,7657.0,3860.7604320557275,85.79467626790506,179,100,100
5500.0,378,20.73015873015873,7836.0,3549.5216522652154,64.536757313913,142,115,121
6500.0,405,20.846913580246913,8443.0,6500.0,100.0,147,105,153
7000.0,395,19.093670886075948,7542.0,5714.5965608660335,81.63709372665761,158,160,77
7500.0,362,20.38950276243094,7381.0,3397.5393644482156,45.30052485930954,162,95,105
8000.0,383,19.386422976501304,7425.0,6644.226238299655,83.0528279787457,182,111,90
8500.0,382,19.79581151832461,7562.0,4030.173983404884,47.413811569469225,150,129,103
9000.0,381,19.430446194225723,7403.0,3372.634914813181,37.47372127570201,184,118,79
9500.0,385,17.625974025974028,6786.0,4212.1507788452745,44.33842925100289,163,108,114
10000.0,375,20.512,7692.0,3511.89850893509,35.1189850893509,180,114,81
15000.0,404,19.871287128712872,8028.0,5580.173572583357,37.201157150555716,162,139,103
