fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
3500.0,100.0,3500.0,2573.669451656244,73.53341290446411,73.53341290446411,612.9426669899963,17.512647628285606,17.512647628285606,313.38788135375574,8.953939467250164,8.953939467250164
4500.0,89.24165858943338,4015.874636524502,2617.8237947786038,65.18689032195918,58.1738621061912,718.1124278975934,17.881843754940434,15.958053953279855,679.9384138483035,16.931265923100362,15.1097425299623
5500.0,100.0,5500.0,1496.567374726387,27.21031590411613,27.21031590411613,3092.2103145149863,56.22200571845429,56.22200571845429,911.2223107586267,16.567678377429576,16.567678377429576
6500.0,80.84907989135665,5255.190192938182,2108.458399252143,40.121447975097965,32.43782152695604,2137.238129621727,40.66909191019773,32.88058660956503,1009.4936640643116,19.209460114704292,15.530671754835563
7000.0,52.95830991592643,3707.08169411485,2205.3815889528328,59.49104365447273,31.505451270754754,571.7638114877468,15.423555741850691,8.168054449824954,929.9362936742697,25.085400603676554,13.284804195346709
7500.0,93.55085472082855,7016.314104062142,2864.8745460126465,40.83161762034012,38.19832728016862,2341.1782232989785,33.36763703243471,31.21570964398638,1810.2613347505207,25.80074534722523,24.13681779667361
8000.0,42.85053094494012,3428.0424755952095,2237.5286843257827,65.27132321886653,27.969108554072285,827.9943357587614,24.153561154897798,10.349929196984517,362.5194555106625,10.575115626235593,4.531493193883281
8500.0,64.09778665973424,5448.311866077411,3265.1290884736877,59.92918850338249,38.413283393808086,832.7341538456496,15.284260048153014,9.796872398184114,1350.4486237580695,24.786551448464422,15.887630867741995
9000.0,66.65124771880879,5998.612294692792,1897.2916922367149,31.628843456266104,21.081018802630165,1111.5778593366194,18.530583487118783,12.350865103740215,2989.7427431194583,49.840573056615135,33.219363812438424
9500.0,75.68874676802454,7190.430942962331,2813.4556492258544,39.12777511589257,29.615322623430046,2664.987995989177,37.06298019032568,28.052505220938706,1711.9872977472996,23.809244693781746,18.020918923655785
10000.0,48.83114828026909,4883.114828026909,2105.6485357824754,43.12101209860945,21.05648535782475,732.4187775145454,14.999007873228521,7.324187775145454,2045.0475147298891,41.87998002816205,20.450475147298892
15000.0,27.64617081749044,4146.925622623566,2945.6254242287273,71.03154703713176,19.637502828191515,1008.7209925132045,24.324549902947957,6.724806616754695,192.5792058816332,4.643903059920263,1.2838613725442212
