fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.6452453597762522,0.27015001271294176,0.16139079583015511,0.2137045512331553,26.6%,79.2%,36.9%,59.0%,4.6%,38.4%,49.7%,31.1%,3.4%,16.3%,48.4%,51.9%
4500.0,0.6221033868092692,0.2811447811447812,0.1776589423648247,0.1632996632996632,49.4%,64.3%,56.7%,4.0%,14.2%,51.3%,65.8%,7.8%,22.6%,1.5%,28.3%,52.0%
5500.0,0.41137518607874346,0.20568759303937167,0.08218263949489249,0.12350495354447924,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%
6500.0,0.5360790589702555,0.2188195664076784,0.13017025999787274,0.1870892325647044,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
7000.0,0.4907799676633717,0.219210276771522,0.18607205474031774,0.08549763615153196,26.6%,79.2%,36.9%,59.0%,4.6%,38.4%,49.7%,31.1%,3.4%,16.3%,48.4%,51.9%
7500.0,0.4465907644601802,0.21992548624851033,0.12091128929616898,0.10575398891550092,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8000.0,0.5311035198675648,0.12928311804716305,0.164108467479254,0.2377119343411478,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
8500.0,0.46013232769291684,0.1613743633193284,0.139786877876179,0.1589710864974095,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9000.0,0.36376402316799017,0.10757953299565985,0.11927668995345657,0.13690780021887378,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
9500.0,0.4777709415732387,0.2388854707866192,0.06382166621091982,0.17506380457569964,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%
10000.0,0.4491208023868469,0.17693971233057565,0.12228501417005386,0.14989607588621742,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
15000.0,0.4793508262809507,0.2265625395667787,0.1299638897751846,0.1228243969389874,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
