fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.6014511009934684,0.2990050433484177,0.1224091848258037,0.18003687281924696,49.4%,64.3%,56.7%,4.0%,14.2%,51.3%,65.8%,7.8%,22.6%,1.5%,28.3%,52.0%
4500.0,0.5197530864197529,0.23506172839506173,0.11753086419753081,0.16716049382716044,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%
5500.0,0.5141305528402302,0.2059302704463994,0.18175301401107863,0.12644726838275225,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
6500.0,0.46013232769291684,0.15198469195782613,0.14917654923768126,0.1589710864974095,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
7000.0,0.36376402316799017,0.10757953299565985,0.11927668995345657,0.13690780021887378,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
7500.0,0.3247508305647841,0.14587178540666912,0.08010335917312662,0.09877568598498837,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
8000.0,0.44912080238684693,0.17693971233057565,0.12228501417005386,0.14989607588621742,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%
8500.0,0.38755854998491923,0.16696483948019228,0.07792387250966022,0.14266983799506675,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9000.0,0.5219883110034551,0.23585252871375081,0.12660701821181558,0.15952876407788863,45.3%,76.1%,49.7%,6.6%,57.3%,59.7%,32.9%,10.3%,22.5%,6.9%,60.4%,42.3%
9500.0,0.4105692115243234,0.15363899112490434,0.14389730243919455,0.11303291796022452,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
10000.0,0.41576992638563776,0.19517332946207683,0.09723053937491305,0.1233660575486478,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%
15000.0,0.3253748870822043,0.08426377597109308,0.11110207768744354,0.1300090334236677,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
