fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
3500.0,100.0,3500.0,2228.976150463037,63.68503287037248,63.68503287037248,997.1118600918371,28.488910288338204,28.488910288338204,273.91198944512166,7.826056841289191,7.826056841289191
4500.0,76.0804370035458,3423.619665159561,2149.2566270416546,62.77731866403117,47.76125837870344,761.255188765318,22.235390119767846,16.91678197256262,513.10784935259,14.987291216201031,11.40239665227978
5500.0,100.0,5500.0,2591.6699557237434,47.12127192224988,47.12127192224988,1925.5072777151975,35.00922323118541,35.00922323118541,982.8227665610599,17.869504846564727,17.869504846564727
6500.0,59.69837034535328,3880.394072447963,2738.1649955364473,70.56409592464573,42.12561531594534,822.3755536577396,21.19309375037109,12.651931594734457,319.85352325377437,8.242810324983138,4.920823434673452
7000.0,53.34810130985858,3734.3670916901006,2606.4443116073103,69.79614611020165,37.23491873724729,937.9972930776805,25.11797233766757,13.399961329681151,189.9254870051091,5.085881552130768,2.7132212429301297
7500.0,68.54250408837646,5140.687806628234,3340.7886146750093,64.9871912152982,44.54384819566679,647.56258995643,12.596808332174616,8.634167866085733,1152.3366019967925,22.41600045252714,15.364488026623901
8000.0,45.708170800532635,3656.653664042611,2649.586717203096,72.4593292292781,33.1198339650387,655.5977303536382,17.928898675868652,8.194971629420477,351.46921648587625,9.61177209485324,4.393365206073454
8500.0,100.0,8500.0,1781.832136809108,20.962731021283624,20.962731021283624,2484.9327543332197,29.234502992155527,29.234502992155527,4233.235108857673,49.802765986560864,49.802765986560864
9000.0,51.745201327564686,4657.068119480821,2280.7634571648564,48.974234403492474,25.34181619072063,1751.9790957969662,37.61978675957783,19.46643439774407,624.3255665189989,13.405978836929702,6.936950739099988
9500.0,42.750277342630504,4061.276347549898,2871.4589572435034,70.70336297050575,30.22588376045793,842.6272894719448,20.747844208638696,8.869760941809945,347.19010083444783,8.54879282085549,3.6546326403626086
10000.0,57.75791859538647,5775.791859538647,2345.537071951297,40.60979219806324,23.45537071951297,812.0047208887182,14.058760091011639,8.120047208887183,2618.250066698632,45.331447710925126,26.182500666986318
15000.0,26.887470560789062,4033.1205841183596,2872.575729127805,71.2246427850297,19.15050486085203,884.00029831113,21.918518920365297,5.893335322074201,276.5445566794225,6.85683829460495,1.8436303778628167
