fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,13.190022623012375,1.5974074261860096,3.740900558277872,7.8517146385484935,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,28.104294478527606,30.24778761061947,18.655172413793103,26.506887052341597
4500.0,9.866888888888887,4.711111111111109,0.3388888888888886,4.81688888888889,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,25.4,20.35,15.872,20.68888888888889
5500.0,10.847841647215478,3.5434798276085715,3.429072346921739,3.875289472685168,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.122994652406415,18.150442477876105,17.704225352112676,21.579514824797844
6500.0,6.280761898488553,1.482580080306736,0.49468455042225656,4.30349726775956,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,24.906077348066297,23.918181818181818,19.12,23.42349726775956
7000.0,4.162508997773571,1.7709677419354826,2.3009441384736427,0.09059711736444598,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%,22.75483870967742,18.682926829268293,21.074468085106382,20.983870967741936
7500.0,7.28259209499933,2.5175784398493484,1.912105136243067,2.852908518906915,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,26.475138121546962,22.045454545454547,21.1046511627907,23.957559681697614
8000.0,9.2443179634996,3.4014143653833244,1.6826648469684322,4.160238751147844,22.2%,68.1%,35.3%,19.6%,78.5%,43.2%,62.6%,40.3%,16.7%,36.3%,65.3%,78.1%,26.50609756097561,21.422018348623855,18.944444444444443,23.104683195592287
8500.0,5.6908136196222365,1.8555127345844475,0.08851098804328927,3.7467898969944997,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,23.68125,21.73722627737226,18.07894736842105,21.82573726541555
9000.0,8.15952728759584,3.04417151475975,0.8387989962793121,4.276556776556777,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,23.725490196078432,19.84251968503937,16.404761904761905,20.681318681318682
9500.0,8.697965502363395,3.0240238484919324,2.666867734152227,3.007073919719236,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,23.752747252747252,18.061855670103093,17.721649484536083,20.72872340425532
10000.0,6.148840835199152,0.646682279469168,3.255219780219779,2.2469387755102055,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,19.896174863387976,23.798076923076923,18.29591836734694,20.542857142857144
15000.0,1.1186471070280994,0.3667593970369438,0.7517771883289122,0.00011052166224345683,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,20.658536585365855,19.54,20.291666666666668,20.29177718832891
