fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,100.0,1000.0,683.528790464638,68.3528790464638,68.3528790464638,226.64366462375352,22.66436646237535,22.66436646237535,89.82754491160878,8.982754491160879,8.982754491160879
1500.0,100.0,1500.0,742.8415525997675,49.52277017331783,49.52277017331783,471.08096836514096,31.405397891009397,31.405397891009397,286.07747903509267,19.071831935672844,19.071831935672844
2000.0,100.0,2000.0,1465.582694047813,73.27913470239065,73.27913470239065,425.9728288365215,21.298641441826074,21.298641441826074,108.44447711566524,5.422223855783262,5.422223855783262
2500.0,100.0,2500.0,1258.1392304900521,50.32556921960209,50.32556921960209,640.7945758496801,25.631783033987205,25.631783033987205,601.0661936602681,24.042647746410726,24.042647746410726
3000.0,100.0,3000.0,2451.6755394698885,81.7225179823296,81.7225179823296,386.00838943057295,12.86694631435243,12.86694631435243,162.31607109953882,5.410535703317961,5.410535703317961
3500.0,80.24358711258627,2808.5255489405195,2079.346739740401,74.03695296718266,59.40990684972574,485.9343627910896,17.302116513570695,13.883838936888274,243.24444640902692,8.660930519246577,6.949841325972198
4000.0,99.91061284286259,3996.4245137145035,2171.0624772659894,54.32512161347146,54.27656193164974,926.5698601635811,23.184970890451638,23.16424650408953,898.7921762849343,22.48990749607693,22.469804407123355
4500.0,91.04967792658849,4097.235506696482,2067.8517312662902,50.46943793898626,45.952260694806455,1443.9974235638047,35.24321267849381,32.088831634751216,585.3863518663837,14.287349382519848,13.00858559703075
5000.0,82.50716948873676,4125.358474436838,2239.3392127987977,54.282293930941236,44.78678425597595,1372.0050178757426,33.2578375037587,27.44010035751485,514.0142437622942,12.459868565299976,10.280284875245883
6000.0,96.36313958477575,5781.788375086545,2442.6536114704177,42.24737145336723,40.710893524506965,2896.58182670613,50.09837162472714,48.2763637784355,442.5529369099953,7.654256921905603,7.375882281833255
7000.0,46.12352134826177,3228.646494378324,2414.838851627374,74.79415463514073,34.49769788039106,595.5683961465489,18.44637984318025,8.5081199449507,218.23924660440122,6.759465521679021,3.1177035229200176
8000.0,38.32454452836131,3065.9635622689048,2292.401924987162,74.7693792972124,28.65502406233953,526.3719193971467,17.168237935861693,6.5796489924643335,247.18971788459461,8.062382766925866,3.089871473557433
