fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3000.0,0.6741403875159531,0.23346745562130172,0.1943093166260586,0.24636361526859268,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
4000.0,0.6898550724637682,0.24231884057971015,0.12623188405797106,0.3213043478260869,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%
5000.0,0.4747284497231787,0.16672991777356105,0.14474664417738414,0.16325188777223354,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
6000.0,0.35310498468393203,0.14689501531606788,0.14884433305485945,0.057365636313004724,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
7000.0,0.49650771551224043,0.2012551941662047,0.10510929771864923,0.1901432236273865,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
7500.0,0.39253939480598954,0.16127293385793123,0.1614017770520738,0.06986468389598452,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
8000.0,0.53199697230705,0.2520532008904101,0.07995794042305676,0.19998583099358302,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%
8500.0,0.5223529249583636,0.10007676739479365,0.1724331817801935,0.24984297578337647,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%
9000.0,0.2997287502281394,0.14560097962794638,0.033956119932497794,0.1201716506676952,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
9500.0,0.3817393349469735,0.17602840724484708,0.08095180419456734,0.12475912350755908,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
10000.0,0.47972733469665985,0.22634615631953287,0.07629483865159292,0.17708633972553406,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
