fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.4927543217016902,0.16811258916522076,0.19200244200244204,0.13263929053402734,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
4500.0,0.5462958035466151,0.20522235822113416,0.17534398855243943,0.16572945677304152,18.5%,74.3%,26.6%,51.6%,19.5%,18.0%,15.7%,15.4%,48.2%,42.0%,54.2%,75.4%
5500.0,0.6221033868092691,0.2811447811447812,0.1776589423648247,0.16329966329966322,49.4%,64.3%,56.7%,4.0%,14.2%,51.3%,65.8%,7.8%,22.6%,1.5%,28.3%,52.0%
6500.0,0.4536774608534845,0.22683873042674224,0.14001286458019252,0.0868258658465497,3.8%,74.8%,59.8%,59.3%,68.1%,49.6%,1.5%,61.8%,15.5%,24.6%,20.0%,76.8%
7000.0,0.4950540324261804,0.20788530465949823,0.10394265232974917,0.18322607543693303,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
7500.0,0.4859754119847691,0.16087422079451197,0.10896391773189555,0.2161372734583616,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
8000.0,0.48890931372549024,0.23669557566616392,0.14639265962795373,0.10582107843137262,26.6%,79.2%,36.9%,59.0%,4.6%,38.4%,49.7%,31.1%,3.4%,16.3%,48.4%,51.9%
8500.0,0.45893644347252593,0.2260983257546832,0.1332569683085147,0.09958114940932805,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
9000.0,0.5311035198675649,0.12928311804716305,0.164108467479254,0.23771193434114782,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
9500.0,0.4601323276929169,0.16137436331932842,0.139786877876179,0.1589710864974095,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%
10000.0,0.36376402316799017,0.10757953299565985,0.11927668995345657,0.13690780021887375,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
15000.0,0.28826485767206433,0.12888814898205248,0.08058672025040935,0.07878998843960247,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%
