fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
100,0.0,0.0,0.0,0.0,44.1%,45.1%,30.2%,14.0%,21.8%,16.4%,38.2%,36.9%,20.3%,15.1%,21.6%,11.6%
1000,19.711971193069775,5.773502691896258,5.773502691896258,8.164965809277259,19.5%,60.1%,13.9%,31.3%,22.2%,39.6%,17.0%,29.2%,16.2%,6.9%,15.1%,12.7%
5000,16.0947570824873,6.666666666666668,4.714045207910315,4.714045207910315,39.5%,53.7%,17.3%,14.1%,23.5%,28.0%,33.4%,43.4%,44.2%,6.7%,20.0%,14.7%
10000,22.570251939593327,6.1643071330545745,7.726795738368015,8.679149068170737,32.7%,24.7%,24.7%,42.0%,32.4%,33.1%,28.2%,25.0%,44.1%,12.8%,21.5%,32.3%
50000,18.584624668231356,5.443310539518174,5.443310539518174,7.698003589195011,37.7%,48.4%,43.6%,57.1%,24.1%,14.3%,12.5%,42.7%,49.6%,10.3%,23.4%,14.9%
100000,22.669335627794904,6.5631024716361415,7.245735527846879,8.860497628311883,37.7%,48.4%,43.6%,57.1%,24.1%,14.3%,12.5%,42.7%,49.6%,10.3%,23.4%,14.9%
500000,14.900849607923371,6.1721339984836785,4.364357804719846,4.364357804719846,40.2%,44.3%,36.6%,69.9%,31.1%,14.3%,29.8%,34.3%,27.9%,15.3%,29.3%,11.2%
1000000,9.292312334115678,3.849001794597507,2.7216552697590854,2.7216552697590854,11.6%,16.7%,18.0%,49.6%,14.5%,26.2%,23.4%,40.3%,12.8%,18.6%,33.1%,33.5%
