fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,15.278342320120842,5.594724086502609,1.0049145299145295,8.678703703703704,58.7%,45.2%,17.7%,23.3%,65.6%,11.7%,13.0%,16.9%,61.7%,42.0%,36.1%,27.1%,31.79194630872483,25.192307692307693,17.51851851851852,26.197222222222223
4500.0,6.750349614510547,2.648244572333361,3.6762872628726306,0.42581777930455544,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,23.707865168539325,17.383333333333333,20.633802816901408,21.059620596205963
5500.0,6.795938127789846,1.432482978288185,1.042475171886938,4.320979977614723,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.218579234972676,24.82857142857143,19.46511627906977,23.78609625668449
6500.0,4.167213460158038,0.06374438021837037,1.6812657477397366,2.4222033321999312,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,25.63888888888889,27.256410256410255,23.152941176470588,25.57514450867052
7000.0,3.132147466561424,0.8311431676711791,0.3516434877815833,1.9493608111086616,44.7%,74.8%,63.0%,16.8%,57.8%,6.9%,4.2%,2.9%,68.8%,36.8%,40.5%,58.5%,26.06896551724138,24.88617886178862,23.28846153846154,25.2378223495702
7500.0,6.002559206297057,2.430401474935632,1.5482847954261203,2.023872935935305,63.9%,72.2%,29.2%,43.3%,78.7%,52.7%,5.7%,27.0%,69.9%,9.8%,30.5%,79.6%,22.43558282208589,18.45689655172414,17.981308411214954,20.00518134715026
8000.0,8.352548133146556,2.133260613785666,1.008590119833702,5.210697399527188,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%,25.705069124423964,22.563218390804597,18.36111111111111,23.5718085106383
8500.0,6.262442445204275,1.5173213311511198,1.0073815073815098,3.7377396066716457,60.3%,79.4%,4.4%,55.0%,71.9%,37.2%,73.8%,75.9%,47.3%,59.7%,46.9%,9.3%,21.1968085106383,20.68686868686869,15.941747572815533,19.67948717948718
9000.0,8.20173854911393,0.3382939768086004,3.8301502419149465,4.033294330390383,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,22.77094972067039,26.939393939393938,19.075949367088608,23.10924369747899
9500.0,6.994847175959357,1.2875045186167,1.8988640892785966,3.8084785680640607,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,24.023255813953487,24.634615384615383,18.927272727272726,22.735751295336787
10000.0,8.192897101247432,3.202188067207299,2.2364530018685507,2.7542560321715825,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,26.96894409937888,21.53030303030303,21.0125,23.766756032171582
15000.0,5.97163672138775,0.7022128629129689,1.925745290495641,3.34367856797914,41.6%,73.1%,53.1%,33.1%,11.6%,25.0%,22.3%,71.2%,53.1%,52.9%,51.8%,26.5%,23.180722891566266,24.404255319148938,19.134831460674157,22.478510028653297
