fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,9.05888988272709,4.0054263565891475,3.186240310077519,1.8672232160604239,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,31.633333333333333,24.441666666666666,25.76068376068376,27.627906976744185
4500.0,0.0,0.0,0.0,0.0,54.2%,36.4%,64.5%,49.0%,22.4%,3.5%,48.3%,40.1%,25.6%,27.6%,77.6%,38.0%,0.0,0.0,0.0,0.0
5500.0,0.0,0.0,0.0,0.0,72.1%,22.4%,36.9%,12.7%,57.9%,36.3%,35.9%,5.6%,65.4%,49.1%,26.9%,22.2%,0.0,0.0,0.0,0.0
6500.0,6.994847175959357,1.2875045186167,1.8988640892785966,3.8084785680640607,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,24.023255813953487,24.634615384615383,18.927272727272726,22.735751295336787
7000.0,0.0,0.0,0.0,0.0,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,0.0,0.0,0.0,0.0
7500.0,7.310644675198365,2.4039475986899674,0.18739300900104894,4.719304067507348,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,23.557213930348258,21.34065934065934,16.433962264150942,21.15326633165829
8000.0,9.020810878314542,1.8266992409039347,2.4603587063974004,4.733752931013207,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,23.191082802547772,23.824742268041238,16.63063063063063,21.364383561643837
8500.0,4.49544619188157,1.6204669647292604,0.7664252128605895,2.1085540142917196,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,20.636363636363637,23.023255813953487,24.365384615384617,22.256830601092897
9000.0,5.456978067067105,1.3480189550498878,0.4817383953656069,3.6272207166516104,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,22.76536312849162,21.89908256880734,17.790123456790123,21.417344173441734
9500.0,7.253055669709404,2.591962402687013,4.374790619765491,0.2863026472568997,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,23.383419689119172,16.416666666666668,20.50515463917526,20.79145728643216
10000.0,11.468395041283262,4.288520128967374,0.2855254111798615,6.894349501136027,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,29.07909604519774,24.505050505050505,17.89622641509434,24.790575916230367
15000.0,5.131402994244596,1.8623027691527803,1.6796588081980808,1.5894414168937345,54.9%,77.6%,51.7%,39.3%,6.7%,26.7%,70.4%,53.3%,24.7%,25.9%,61.1%,4.7%,23.976744186046513,20.434782608695652,20.525,22.114441416893733
