fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,391,19.63682864450128,7678.0,3500.0,100.0,175,125,91
4500.0,400,17.8525,7141.0,3356.5116800642663,74.58914844587258,176,119,105
5500.0,374,20.898395721925134,7816.0,5371.856066846674,97.67011030630317,154,135,85
6500.0,364,19.71153846153846,7175.0,6062.168368402236,93.26412874464978,176,86,102
7000.0,424,17.375,7367.0,5858.598543683784,83.69426490976834,199,104,121
7500.0,413,18.239709443099272,7533.0,5650.47999847741,75.33973331303213,178,119,116
8000.0,381,20.20997375328084,7700.0,3023.881520605926,37.79851900757408,182,112,87
8500.0,379,20.203166226912927,7657.0,3860.7604320557275,45.4207109653615,179,100,100
9000.0,416,18.86778846153846,7849.0,7957.33426896617,88.41482521073523,169,144,103
9500.0,378,20.73015873015873,7836.0,3549.5216522652154,37.363385813318054,142,115,121
10000.0,378,19.35185185185185,7315.0,3681.6746060320547,36.81674606032055,175,114,89
15000.0,411,17.708029197080293,7278.0,8964.981964634615,59.766546430897435,172,149,90
