fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,7955.0,20.989445910290236,379,4006.0,151,26.52980132450331,50.358265241986174,2714.0,130,20.876923076923077,34.1169076052797,1235.0,98,12.60204081632653,15.52482715273413,70.2%,54.1%,42.6%,54.4%,32.6%,13.4%,29.4%,21.1%,75.1%,74.6%,43.4%,3.6%,2943.0,206,36.99560025141421,2148.0,25,27.001885606536767,855.0,12,10.747957259585167,779.0,67,9.792583280955373,694.0,59,8.724072910119423,536.0,10,6.737900691389063,,,
4500.0,8073.0,21.30079155672823,379,5008.0,160,31.3,62.03394029480987,2000.0,130,15.384615384615385,24.773937817416076,1065.0,89,11.96629213483146,13.19212188777406,63.6%,21.8%,65.6%,57.7%,24.5%,9.4%,41.7%,33.7%,2.4%,26.5%,70.3%,61.1%,2879.0,212,35.662083488170445,2621.0,28,32.46624550972377,728.0,12,9.017713365539452,679.0,56,8.41075188901276,682.0,59,8.447912795738882,484.0,12,5.995292951814691,,,
5500.0,7193.0,17.84863523573201,403,3924.0,194,20.22680412371134,54.55303767551787,2247.0,116,19.370689655172413,31.238704295843178,1022.0,93,10.989247311827956,14.208258028638953,41.6%,73.1%,53.1%,33.1%,11.6%,25.0%,22.3%,71.2%,53.1%,52.9%,51.8%,26.5%,2724.0,215,37.870151536215765,1949.0,24,27.095787571249826,492.0,7,6.839983317113861,839.0,80,11.664117892395383,726.0,66,10.09314611427777,463.0,11,6.436813568747393,,,
6500.0,7305.0,19.0234375,384,4328.0,157,27.56687898089172,59.247091033538666,1963.0,134,14.649253731343284,26.872005475701577,1014.0,93,10.903225806451612,13.880903490759753,72.3%,44.4%,1.0%,47.4%,19.3%,40.4%,68.7%,26.4%,73.4%,44.7%,34.5%,76.4%,3114.0,212,42.62833675564682,1336.0,13,18.288843258042437,661.0,15,9.048596851471595,824.0,67,11.279945242984258,662.0,60,9.062286105407255,708.0,17,9.69199178644764,,,
7000.0,8010.0,21.07894736842105,380,4379.0,162,27.030864197530864,54.66916354556805,2308.0,113,20.424778761061948,28.81398252184769,1323.0,105,12.6,16.51685393258427,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3462.0,209,43.22097378277154,1626.0,19,20.299625468164795,764.0,13,9.538077403245943,726.0,60,9.063670411985019,768.0,69,9.588014981273409,664.0,10,8.2896379525593,,,
7500.0,8181.0,21.36031331592689,383,4736.0,140,33.82857142857143,57.89023346779122,2106.0,152,13.855263157894736,25.742574257425744,1339.0,91,14.714285714285714,16.367192274783037,19.1%,47.6%,66.4%,54.1%,14.7%,67.0%,54.0%,66.0%,31.9%,56.2%,19.3%,49.9%,2959.0,194,36.169172472802835,2752.0,28,33.63891944750031,174.0,5,2.126879354602127,944.0,73,11.538931670944873,802.0,73,9.80320254247647,534.0,9,6.527319398606528,16.0,1.0,0.19557511306686226
8000.0,7492.0,20.358695652173914,368,4213.0,153,27.535947712418302,56.23331553657235,2082.0,118,17.64406779661017,27.78964228510411,1197.0,97,12.34020618556701,15.977042178323545,58.6%,46.5%,70.3%,77.7%,37.5%,39.7%,74.8%,50.3%,72.2%,36.5%,60.3%,15.2%,3200.0,206,42.71222637479979,1560.0,16,20.822210357714894,686.0,12,9.156433529097704,731.0,61,9.757074212493325,679.0,61,9.063000533902828,523.0,9,6.98077949813134,113.0,3.0,1.5082754938601175
8500.0,7533.0,20.088,375,4014.0,152,26.407894736842106,53.28554360812425,2258.0,109,20.71559633027523,29.97477764502854,1261.0,114,11.06140350877193,16.739678746847204,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,2970.0,189,39.42652329749104,2013.0,20,26.722421346077258,391.0,8,5.190495154652861,896.0,81,11.894331607593255,765.0,69,10.15531660692951,498.0,8,6.610911987256072,,,
9000.0,7961.0,20.25699745547074,393,4366.0,158,27.632911392405063,54.842356487878405,2230.0,156,14.294871794871796,28.011556337143574,1365.0,79,17.27848101265823,17.146087174978017,65.7%,42.7%,67.7%,64.9%,39.9%,79.1%,70.2%,72.9%,2.5%,18.8%,76.3%,41.8%,3257.0,208,40.91194573546037,1773.0,18,22.271071473432986,525.0,12,6.594648913453084,915.0,74,11.493530963446803,877.0,68,11.016203994473056,551.0,10,6.921241050119331,63.0,3.0,0.79135786961437
9500.0,7655.0,20.80163043478261,368,4158.0,155,26.825806451612902,54.31743958197257,1598.0,100,15.98,20.875244937949052,1899.0,113,16.805309734513273,24.80731548007838,43.2%,46.3%,49.0%,67.4%,74.8%,23.7%,20.6%,59.8%,61.1%,20.3%,46.0%,64.4%,3625.0,212,47.35467015022861,1568.0,18,20.483344219464403,633.0,12,8.269105160026127,634.0,58,8.282168517308948,621.0,58,8.112344872632267,574.0,10,7.498367080339648,,,
10000.0,7804.0,18.89588377723971,413,3966.0,124,31.983870967741936,50.82009226037929,2055.0,169,12.159763313609467,26.332649923116353,1783.0,120,14.858333333333333,22.847257816504356,65.7%,42.7%,67.7%,64.9%,39.9%,79.1%,70.2%,72.9%,2.5%,18.8%,76.3%,41.8%,3203.0,211,41.043054843669914,1378.0,16,17.657611481291646,724.0,14,9.277293695540749,990.0,87,12.685802152742184,817.0,72,10.468990261404407,655.0,11,8.393131727319323,37.0,2.0,0.47411583803177854
15000.0,7573.0,19.876640419947506,381,4009.0,150,26.726666666666667,52.93806945728245,2293.0,136,16.860294117647058,30.278621418196224,1271.0,95,13.378947368421052,16.783309124521324,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,3212.0,194,42.413838637263964,1641.0,19,21.669087547867424,522.0,12,6.8929090188828726,903.0,83,11.923940314274397,754.0,63,9.956424138386373,541.0,10,7.14380034332497,,,
