fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,379,20.989445910290236,7955.0,3500.0,100.0,151,130,98
4500.0,379,21.30079155672823,8073.0,2304.323699457133,51.207193321269614,160,130,89
5500.0,403,17.84863523573201,7193.0,5307.036634145336,96.49157516627884,194,116,93
6500.0,384,19.0234375,7305.0,3984.962179506655,61.307110453948546,157,134,93
7000.0,380,21.07894736842105,8010.0,3403.8543434716944,48.6264906210242,162,113,105
7500.0,383,21.36031331592689,8181.0,7023.803163380821,93.65070884507762,140,152,91
8000.0,368,20.358695652173914,7492.0,4140.587012962667,51.75733766203334,153,118,97
8500.0,375,20.088,7533.0,6280.369323394434,73.88669792228745,152,109,114
9000.0,393,20.25699745547074,7961.0,7787.190987496365,86.52434430551517,158,156,79
9500.0,368,20.80163043478261,7655.0,2965.8877770389017,31.219871337251597,155,100,113
10000.0,413,18.89588377723971,7804.0,8062.286068005269,80.62286068005268,124,169,120
15000.0,381,19.876640419947506,7573.0,6790.409556659545,45.26939704439697,150,136,95
