fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,100.0,1000.0,667.4147715151572,66.74147715151572,66.74147715151572,307.47911603569565,30.747911603569566,30.747911603569566,25.10611244914631,2.510611244914631,2.510611244914631
1500.0,100.0,1500.0,1139.3968413279003,75.95978942186002,75.95978942186002,335.47711564479795,22.36514104298653,22.36514104298653,25.12604302730028,1.675069535153352,1.675069535153352
2000.0,94.84682698595552,1896.9365397191104,1457.4296955389232,76.83070387556205,72.87148477694616,361.47386172616905,19.055664444088066,18.073693086308452,78.03298245401953,4.113631680349955,3.9016491227009764
2500.0,91.70306469150809,2292.5766172877024,1326.6663408064871,57.86791729456079,53.06665363225949,817.3265009351863,35.65100048443081,32.693060037407456,148.58377554602976,6.48108222100843,5.94335102184119
3000.0,83.00829716623818,2490.2489149871453,1536.5929494141574,61.704391884940925,51.219764980471915,842.3529449896591,33.82605409122354,28.078431499655306,111.30302058332867,4.469554023835533,3.710100686110956
3500.0,72.47523380801711,2536.6331832805986,1587.269377345419,62.573863174517875,45.35055363844054,719.8093173218925,28.376563157270198,20.565980494911216,229.55448861328617,9.049573668211892,6.558699674665319
4000.0,62.87541669710303,2515.016667884121,1539.8753003069405,61.227240358706446,38.49688250767351,881.0101927044043,35.029994192666585,22.025254817610108,94.13117487277565,3.742765448626948,2.353279371819391
4500.0,59.992692828079406,2699.6711772635736,1965.8048977634048,72.81645684553234,43.68455328363122,620.0876454320364,22.969006398052016,13.779725454045256,113.77863406813209,4.214536756415638,2.5284140904029355
5000.0,56.61992848459381,2830.99642422969,1717.0686046456406,60.65244696000816,34.341372092912806,1077.0858153092452,38.04617364016342,21.541716306184902,36.84200427480298,1.301379399828371,0.7368400854960596
6000.0,37.33390282423839,2240.0341694543035,1670.8893902557477,74.59213850576192,27.848156504262462,541.8396672667609,24.188901877276223,9.030661121112683,27.305111931793544,1.2189596169617967,0.45508519886322574
7000.0,40.190974140414006,2813.3681898289806,1804.0617696779302,64.12462386544563,25.772310995399,787.2430157251889,27.982224956238095,11.246328796074128,222.06340442586082,7.893151178316253,3.172334348940869
8000.0,36.22536554736391,2898.0292437891126,1868.7421110304854,64.4832040613622,23.359276387881067,937.227510282498,32.34016745314456,11.715343878531224,92.05962247612824,3.176628485493204,1.150745280951603
